onset	v1c1c2	v2c3c4	tr	word	vowel_skeleton	consonant_skeleton
d	ug	orz	dugorzik	dugorzik	uoi	dgrzk
d	ug	osl	dugoslik	dugoslik	uoi	dgslk
d	ül	ődz	dülődzik	dülődzik	üői	dldzk
d	ül	ökl	dülöklik	dülöklik	üöi	dlklk
d	ül	őrz	dülőrzik	dülőrzik	üői	dlrzk
d	ül	ösl	dülöslik	dülöslik	üöi	dlslk
d	ül	űdz	dülűdzik	dülűdzik	üűi	dldzk
d	ur	o¥l	duro¥lik	duronylik	uoi	dr¥lk
d	ur	ódz	duródzik	duródzik	uói	drdzk
d	ur	okl	duroklik	duroklik	uoi	drklk
d	ur	osl	duroslik	duroslik	uoi	drslk
d	ür	ődz	dürődzik	dürődzik	üői	drdzk
d	ür	ökl	düröklik	düröklik	üöi	drklk
d	ür	ösl	düröslik	düröslik	üöi	drslk
d	ür	űdz	dürűdzik	dürűdzik	üűi	drdzk
d	űr	ődz	dűrődzik	dűrődzik	űői	drdzk
d	űr	ökl	dűröklik	dűröklik	űöi	drklk
d	űr	ösl	dűröslik	dűröslik	űöi	drslk
d	urj	o¥l	durjo¥lik	durjonylik	uoi	drj¥lk
d	urj	ódz	durjódzik	durjódzik	uói	drjdzk
d	urj	okl	durjoklik	durjoklik	uoi	drjklk
d	urj	orz	durjorzik	durjorzik	uoi	drjrzk
d	urj	osl	durjoslik	durjoslik	uoi	drjslk
dr	ag	á¥l	dragá¥lik	dragánylik	aái	drg¥lk
dr	ag	ádz	dragádzik	dragádzik	aái	drgdzk
dr	ag	árz	dragárzik	dragárzik	aái	drgrzk
dr	ág	adz	drágadzik	drágadzik	áai	drgdzk
dr	ág	ajl	drágajlik	drágajlik	áai	drgjlk
dr	ág	akl	drágaklik	drágaklik	áai	drgklk
dr	ág	akß	drágakßik	drágakszik	áai	drgkßk
dr	ág	aml	drágamlik	drágamlik	áai	drgmlk
dr	ág	apß	drágapßik	drágapszik	áai	drgpßk
dr	ág	arz	drágarzik	drágarzik	áai	drgrzk
dr	ág	asl	drágaslik	drágaslik	áai	drgslk
dr	al	á¥l	dralá¥lik	dralánylik	aái	drl¥lk
dr	al	ádz	draládzik	draládzik	aái	drldzk
dr	al	ágl	draláglik	draláglik	aái	drlglk
dr	al	ágz	dralágzik	dralágzik	aái	drlgzk
dr	al	árz	dralárzik	dralárzik	aái	drlrzk
dr	ál	adz	dráladzik	dráladzik	áai	drldzk
dr	ál	agl	drálaglik	drálaglik	áai	drlglk
dr	ál	agß	drálagßik	drálagszik	áai	drlgßk
dr	ál	agz	drálagzik	drálagzik	áai	drlgzk
dr	ál	ajl	drálajlik	drálajlik	áai	drljlk
dr	ál	akl	drálaklik	drálaklik	áai	drlklk
dr	ál	akß	drálakßik	drálakszik	áai	drlkßk
dr	ál	aml	drálamlik	drálamlik	áai	drlmlk
dr	ál	apß	drálapßik	drálapszik	áai	drlpßk
dr	ál	arz	drálarzik	drálarzik	áai	drlrzk
dr	ál	asl	drálaslik	drálaslik	áai	drlslk
dr	at	á¥l	dratá¥lik	dratánylik	aái	drt¥lk
dr	at	ádz	dratádzik	dratádzik	aái	drtdzk
dr	at	ágl	dratáglik	dratáglik	aái	drtglk
dr	at	ágz	dratágzik	dratágzik	aái	drtgzk
dr	at	árz	dratárzik	dratárzik	aái	drtrzk
dr	eh	é¥l	drehé¥lik	drehénylik	eéi	drh¥lk
dr	eh	égß	drehégßik	drehégszik	eéi	drhgßk
dr	eh	ékß	drehékßik	drehékszik	eéi	drhkßk
dr	el	é¥l	drelé¥lik	drelénylik	eéi	drl¥lk
dr	el	égß	drelégßik	drelégszik	eéi	drlgßk
dr	el	ékß	drelékßik	drelékszik	eéi	drlkßk
dr	él	edz	dréledzik	dréledzik	éei	drldzk
dr	él	egl	dréleglik	dréleglik	éei	drlglk
dr	él	egß	drélegßik	drélegszik	éei	drlgßk
dr	él	egz	drélegzik	drélegzik	éei	drlgzk
dr	él	ejl	drélejlik	drélejlik	éei	drljlk
dr	él	ekß	drélekßik	drélekszik	éei	drlkßk
dr	él	eml	drélemlik	drélemlik	éei	drlmlk
dr	él	epß	drélepßik	drélepszik	éei	drlpßk
dr	él	esl	dréleslik	dréleslik	éei	drlslk
dr	et	é¥l	dreté¥lik	dreténylik	eéi	drt¥lk
dr	et	égß	dretégßik	dretégszik	eéi	drtgßk
dr	et	ékß	dretékßik	dretékszik	eéi	drtkßk
dr	ib	á¥l	dribá¥lik	dribánylik	iái	drb¥lk
dr	ib	adz	dribadzik	dribadzik	iai	drbdzk
dr	ib	ádz	dribádzik	dribádzik	iái	drbdzk
dr	ib	agl	dribaglik	dribaglik	iai	drbglk
dr	ib	ágl	dribáglik	dribáglik	iái	drbglk
dr	ib	agß	dribagßik	dribagszik	iai	drbgßk
dr	ib	agz	dribagzik	dribagzik	iai	drbgzk
dr	ib	ágz	dribágzik	dribágzik	iái	drbgzk
dr	ib	ajl	dribajlik	dribajlik	iai	drbjlk
dr	ib	akl	dribaklik	dribaklik	iai	drbklk
dr	ib	akß	dribakßik	dribakszik	iai	drbkßk
dr	ib	aml	dribamlik	dribamlik	iai	drbmlk
dr	ib	apß	dribapßik	dribapszik	iai	drbpßk
dr	ib	arz	dribarzik	dribarzik	iai	drbrzk
dr	ib	árz	dribárzik	dribárzik	iái	drbrzk
dr	ib	asl	dribaslik	dribaslik	iai	drbslk
dr	ib	é¥l	dribé¥lik	dribénylik	iéi	drb¥lk
dr	ib	edz	dribedzik	dribedzik	iei	drbdzk
dr	ib	egl	dribeglik	dribeglik	iei	drbglk
dr	ib	egß	dribegßik	dribegszik	iei	drbgßk
dr	ib	égß	dribégßik	dribégszik	iéi	drbgßk
dr	ib	egz	dribegzik	dribegzik	iei	drbgzk
dr	ib	ejl	dribejlik	dribejlik	iei	drbjlk
dr	ib	ekß	dribekßik	dribekszik	iei	drbkßk
dr	ib	ékß	dribékßik	dribékszik	iéi	drbkßk
dr	ib	eml	dribemlik	dribemlik	iei	drbmlk
dr	ib	epß	dribepßik	dribepszik	iei	drbpßk
dr	ib	esl	dribeslik	dribeslik	iei	drbslk
dr	ih	á¥l	drihá¥lik	drihánylik	iái	drh¥lk
dr	ih	adz	drihadzik	drihadzik	iai	drhdzk
dr	ih	ádz	drihádzik	drihádzik	iái	drhdzk
dr	ih	agl	drihaglik	drihaglik	iai	drhglk
dr	ih	ágl	driháglik	driháglik	iái	drhglk
dr	ih	agß	drihagßik	drihagszik	iai	drhgßk
dr	ih	agz	drihagzik	drihagzik	iai	drhgzk
dr	ih	ágz	drihágzik	drihágzik	iái	drhgzk
dr	ih	ajl	drihajlik	drihajlik	iai	drhjlk
dr	ih	akl	drihaklik	drihaklik	iai	drhklk
dr	ih	akß	drihakßik	drihakszik	iai	drhkßk
dr	ih	aml	drihamlik	drihamlik	iai	drhmlk
dr	ih	apß	drihapßik	drihapszik	iai	drhpßk
dr	ih	arz	driharzik	driharzik	iai	drhrzk
dr	ih	árz	drihárzik	drihárzik	iái	drhrzk
dr	ih	asl	drihaslik	drihaslik	iai	drhslk
dr	ih	é¥l	drihé¥lik	drihénylik	iéi	drh¥lk
dr	ih	edz	drihedzik	drihedzik	iei	drhdzk
dr	ih	egl	driheglik	driheglik	iei	drhglk
dr	ih	egß	drihegßik	drihegszik	iei	drhgßk
dr	ih	égß	drihégßik	drihégszik	iéi	drhgßk
dr	ih	egz	drihegzik	drihegzik	iei	drhgzk
dr	ih	ejl	drihejlik	drihejlik	iei	drhjlk
dr	ih	ekß	drihekßik	drihekszik	iei	drhkßk
dr	ih	ékß	drihékßik	drihékszik	iéi	drhkßk
dr	ih	eml	drihemlik	drihemlik	iei	drhmlk
dr	ih	epß	drihepßik	drihepszik	iei	drhpßk
dr	ih	esl	driheslik	driheslik	iei	drhslk
dr	il	á¥l	drilá¥lik	drilánylik	iái	drl¥lk
dr	il	adz	driladzik	driladzik	iai	drldzk
dr	il	ádz	driládzik	driládzik	iái	drldzk
dr	il	agl	drilaglik	drilaglik	iai	drlglk
dr	il	ágl	driláglik	driláglik	iái	drlglk
dr	il	agß	drilagßik	drilagszik	iai	drlgßk
dr	il	agz	drilagzik	drilagzik	iai	drlgzk
dr	il	ágz	drilágzik	drilágzik	iái	drlgzk
dr	il	ajl	drilajlik	drilajlik	iai	drljlk
dr	il	akl	drilaklik	drilaklik	iai	drlklk
dr	il	akß	drilakßik	drilakszik	iai	drlkßk
dr	il	aml	drilamlik	drilamlik	iai	drlmlk
dr	il	apß	drilapßik	drilapszik	iai	drlpßk
dr	il	arz	drilarzik	drilarzik	iai	drlrzk
dr	il	árz	drilárzik	drilárzik	iái	drlrzk
dr	il	asl	drilaslik	drilaslik	iai	drlslk
dr	il	é¥l	drilé¥lik	drilénylik	iéi	drl¥lk
dr	il	edz	driledzik	driledzik	iei	drldzk
dr	il	egl	drileglik	drileglik	iei	drlglk
dr	il	egß	drilegßik	drilegszik	iei	drlgßk
dr	il	égß	drilégßik	drilégszik	iéi	drlgßk
dr	il	egz	drilegzik	drilegzik	iei	drlgzk
dr	il	ejl	drilejlik	drilejlik	iei	drljlk
dr	il	ekß	drilekßik	drilekszik	iei	drlkßk
dr	il	ékß	drilékßik	drilékszik	iéi	drlkßk
dr	il	eml	drilemlik	drilemlik	iei	drlmlk
dr	il	epß	drilepßik	drilepszik	iei	drlpßk
dr	il	esl	drileslik	drileslik	iei	drlslk
dr	iv	á¥l	drivá¥lik	driványlik	iái	drv¥lk
dr	iv	adz	drivadzik	drivadzik	iai	drvdzk
dr	iv	ádz	drivádzik	drivádzik	iái	drvdzk
dr	iv	agl	drivaglik	drivaglik	iai	drvglk
dr	iv	ágl	driváglik	driváglik	iái	drvglk
dr	iv	agß	drivagßik	drivagszik	iai	drvgßk
dr	iv	agz	drivagzik	drivagzik	iai	drvgzk
dr	iv	ágz	drivágzik	drivágzik	iái	drvgzk
dr	iv	ajl	drivajlik	drivajlik	iai	drvjlk
dr	iv	akl	drivaklik	drivaklik	iai	drvklk
dr	iv	akß	drivakßik	drivakszik	iai	drvkßk
dr	iv	aml	drivamlik	drivamlik	iai	drvmlk
dr	iv	apß	drivapßik	drivapszik	iai	drvpßk
dr	iv	arz	drivarzik	drivarzik	iai	drvrzk
dr	iv	árz	drivárzik	drivárzik	iái	drvrzk
dr	iv	asl	drivaslik	drivaslik	iai	drvslk
dr	iv	é¥l	drivé¥lik	drivénylik	iéi	drv¥lk
dr	iv	edz	drivedzik	drivedzik	iei	drvdzk
dr	iv	egl	driveglik	driveglik	iei	drvglk
dr	iv	egß	drivegßik	drivegszik	iei	drvgßk
dr	iv	égß	drivégßik	drivégszik	iéi	drvgßk
dr	iv	egz	drivegzik	drivegzik	iei	drvgzk
dr	iv	ejl	drivejlik	drivejlik	iei	drvjlk
dr	iv	ekß	drivekßik	drivekszik	iei	drvkßk
dr	iv	ékß	drivékßik	drivékszik	iéi	drvkßk
dr	iv	eml	drivemlik	drivemlik	iei	drvmlk
dr	iv	epß	drivepßik	drivepszik	iei	drvpßk
dr	iv	esl	driveslik	driveslik	iei	drvslk
dr	ob	ódz	drobódzik	drobódzik	oói	drbdzk
dr	og	ódz	drogódzik	drogódzik	oói	drgdzk
dr	oh	ódz	drohódzik	drohódzik	oói	drhdzk
dr	ol	ódz	drolódzik	drolódzik	oói	drldzk
dr	ól	o¥l	drólo¥lik	drólonylik	óoi	drl¥lk
dr	ól	okl	dróloklik	dróloklik	óoi	drlklk
dr	ól	orz	drólorzik	drólorzik	óoi	drlrzk
dr	ól	osl	dróloslik	dróloslik	óoi	drlslk
dr	öt	ődz	drötődzik	drötődzik	öői	drtdzk
dr	öt	őrz	drötőrzik	drötőrzik	öői	drtrzk
dr	öt	űdz	drötűdzik	drötűdzik	öűi	drtdzk
dr	öv	ődz	drövődzik	drövődzik	öői	drvdzk
dr	öv	őrz	drövőrzik	drövőrzik	öői	drvrzk
dr	öv	űdz	drövűdzik	drövűdzik	öűi	drvdzk
dr	ub	o¥l	drubo¥lik	drubonylik	uoi	drb¥lk
dr	ub	ódz	drubódzik	drubódzik	uói	drbdzk
dr	ub	okl	druboklik	druboklik	uoi	drbklk
dr	ub	orz	druborzik	druborzik	uoi	drbrzk
dr	ub	osl	druboslik	druboslik	uoi	drbslk
dr	ug	o¥l	drugo¥lik	drugonylik	uoi	drg¥lk
dr	ug	ódz	drugódzik	drugódzik	uói	drgdzk
dr	ug	okl	drugoklik	drugoklik	uoi	drgklk
dr	ug	orz	drugorzik	drugorzik	uoi	drgrzk
dr	ug	osl	drugoslik	drugoslik	uoi	drgslk
dr	ül	ődz	drülődzik	drülődzik	üői	drldzk
dr	ül	ökl	drülöklik	drülöklik	üöi	drlklk
dr	ül	őrz	drülőrzik	drülőrzik	üői	drlrzk
dr	ül	ösl	drülöslik	drülöslik	üöi	drlslk
dr	ül	űdz	drülűdzik	drülűdzik	üűi	drldzk
f	ag	á¥l	fagá¥lik	fagánylik	aái	fg¥lk
f	ag	ádz	fagádzik	fagádzik	aái	fgdzk
f	ag	árz	fagárzik	fagárzik	aái	fgrzk
f	ág	adz	fágadzik	fágadzik	áai	fgdzk
f	ág	ajl	fágajlik	fágajlik	áai	fgjlk
f	ág	akl	fágaklik	fágaklik	áai	fgklk
f	ág	akß	fágakßik	fágakszik	áai	fgkßk
f	ág	aml	fágamlik	fágamlik	áai	fgmlk
f	ág	apß	fágapßik	fágapszik	áai	fgpßk
f	ág	arz	fágarzik	fágarzik	áai	fgrzk
f	ág	asl	fágaslik	fágaslik	áai	fgslk
f	al	á¥l	falá¥lik	falánylik	aái	fl¥lk
f	al	ádz	faládzik	faládzik	aái	fldzk
f	al	ágl	faláglik	faláglik	aái	flglk
f	al	ágz	falágzik	falágzik	aái	flgzk
f	al	árz	falárzik	falárzik	aái	flrzk
f	ál	adz	fáladzik	fáladzik	áai	fldzk
f	ál	agl	fálaglik	fálaglik	áai	flglk
f	ál	agß	fálagßik	fálagszik	áai	flgßk
f	ál	agz	fálagzik	fálagzik	áai	flgzk
f	ál	ajl	fálajlik	fálajlik	áai	fljlk
f	ál	akl	fálaklik	fálaklik	áai	flklk
f	ál	akß	fálakßik	fálakszik	áai	flkßk
f	ál	aml	fálamlik	fálamlik	áai	flmlk
f	ál	apß	fálapßik	fálapszik	áai	flpßk
f	ál	arz	fálarzik	fálarzik	áai	flrzk
f	ál	asl	fálaslik	fálaslik	áai	flslk
f	ar	á¥l	fará¥lik	faránylik	aái	fr¥lk
f	ar	ádz	farádzik	farádzik	aái	frdzk
f	ar	ágl	faráglik	faráglik	aái	frglk
f	ar	ágz	farágzik	farágzik	aái	frgzk
f	ár	adz	fáradzik	fáradzik	áai	frdzk
f	ár	agl	fáraglik	fáraglik	áai	frglk
f	ár	agß	fáragßik	fáragszik	áai	frgßk
f	ár	agz	fáragzik	fáragzik	áai	frgzk
f	ár	ajl	fárajlik	fárajlik	áai	frjlk
f	ár	akl	fáraklik	fáraklik	áai	frklk
f	ár	akß	fárakßik	fárakszik	áai	frkßk
f	ár	aml	fáramlik	fáramlik	áai	frmlk
f	ár	apß	fárapßik	fárapszik	áai	frpßk
f	ár	asl	fáraslik	fáraslik	áai	frslk
f	arj	á¥l	farjá¥lik	farjánylik	aái	frj¥lk
f	arj	ádz	farjádzik	farjádzik	aái	frjdzk
f	arj	ágl	farjáglik	farjáglik	aái	frjglk
f	arj	ágz	farjágzik	farjágzik	aái	frjgzk
f	arj	árz	farjárzik	farjárzik	aái	frjrzk
f	at	á¥l	fatá¥lik	fatánylik	aái	ft¥lk
f	at	ádz	fatádzik	fatádzik	aái	ftdzk
f	at	ágl	fatáglik	fatáglik	aái	ftglk
f	at	ágz	fatágzik	fatágzik	aái	ftgzk
f	at	árz	fatárzik	fatárzik	aái	ftrzk
f	eh	é¥l	fehé¥lik	fehénylik	eéi	fh¥lk
f	eh	égß	fehégßik	fehégszik	eéi	fhgßk
f	eh	ékß	fehékßik	fehékszik	eéi	fhkßk
f	el	é¥l	felé¥lik	felénylik	eéi	fl¥lk
f	el	égß	felégßik	felégszik	eéi	flgßk
f	el	ékß	felékßik	felékszik	eéi	flkßk
f	él	edz	féledzik	féledzik	éei	fldzk
f	él	egl	féleglik	féleglik	éei	flglk
f	él	egß	félegßik	félegszik	éei	flgßk
f	él	egz	félegzik	félegzik	éei	flgzk
f	él	ejl	félejlik	félejlik	éei	fljlk
f	él	ekß	félekßik	félekszik	éei	flkßk
f	él	eml	félemlik	félemlik	éei	flmlk
f	él	epß	félepßik	félepszik	éei	flpßk
f	él	esl	féleslik	féleslik	éei	flslk
f	er	é¥l	feré¥lik	ferénylik	eéi	fr¥lk
f	er	égß	ferégßik	ferégszik	eéi	frgßk
f	er	ékß	ferékßik	ferékszik	eéi	frkßk
f	ér	edz	féredzik	féredzik	éei	frdzk
f	ér	egl	féreglik	féreglik	éei	frglk
f	ér	egß	féregßik	féregszik	éei	frgßk
f	ér	egz	féregzik	féregzik	éei	frgzk
f	ér	ejl	férejlik	férejlik	éei	frjlk
f	ér	ekß	férekßik	férekszik	éei	frkßk
f	ér	eml	féremlik	féremlik	éei	frmlk
f	ér	epß	férepßik	férepszik	éei	frpßk
f	ér	esl	féreslik	féreslik	éei	frslk
f	et	é¥l	feté¥lik	feténylik	eéi	ft¥lk
f	et	égß	fetégßik	fetégszik	eéi	ftgßk
f	et	ékß	fetékßik	fetékszik	eéi	ftkßk
f	ib	á¥l	fibá¥lik	fibánylik	iái	fb¥lk
f	ib	adz	fibadzik	fibadzik	iai	fbdzk
f	ib	ádz	fibádzik	fibádzik	iái	fbdzk
f	ib	agl	fibaglik	fibaglik	iai	fbglk
f	ib	ágl	fibáglik	fibáglik	iái	fbglk
f	ib	agß	fibagßik	fibagszik	iai	fbgßk
f	ib	agz	fibagzik	fibagzik	iai	fbgzk
f	ib	ágz	fibágzik	fibágzik	iái	fbgzk
f	ib	ajl	fibajlik	fibajlik	iai	fbjlk
f	ib	akl	fibaklik	fibaklik	iai	fbklk
f	ib	akß	fibakßik	fibakszik	iai	fbkßk
f	ib	aml	fibamlik	fibamlik	iai	fbmlk
f	ib	apß	fibapßik	fibapszik	iai	fbpßk
f	ib	arz	fibarzik	fibarzik	iai	fbrzk
f	ib	árz	fibárzik	fibárzik	iái	fbrzk
f	ib	asl	fibaslik	fibaslik	iai	fbslk
f	ib	é¥l	fibé¥lik	fibénylik	iéi	fb¥lk
f	ib	edz	fibedzik	fibedzik	iei	fbdzk
f	ib	egl	fibeglik	fibeglik	iei	fbglk
f	ib	egß	fibegßik	fibegszik	iei	fbgßk
f	ib	égß	fibégßik	fibégszik	iéi	fbgßk
f	ib	egz	fibegzik	fibegzik	iei	fbgzk
f	ib	ejl	fibejlik	fibejlik	iei	fbjlk
f	ib	ekß	fibekßik	fibekszik	iei	fbkßk
f	ib	ékß	fibékßik	fibékszik	iéi	fbkßk
f	ib	eml	fibemlik	fibemlik	iei	fbmlk
f	ib	epß	fibepßik	fibepszik	iei	fbpßk
f	ib	esl	fibeslik	fibeslik	iei	fbslk
f	ih	á¥l	fihá¥lik	fihánylik	iái	fh¥lk
f	ih	adz	fihadzik	fihadzik	iai	fhdzk
f	ih	ádz	fihádzik	fihádzik	iái	fhdzk
f	ih	agl	fihaglik	fihaglik	iai	fhglk
f	ih	ágl	fiháglik	fiháglik	iái	fhglk
f	ih	agß	fihagßik	fihagszik	iai	fhgßk
f	ih	agz	fihagzik	fihagzik	iai	fhgzk
f	ih	ágz	fihágzik	fihágzik	iái	fhgzk
f	ih	ajl	fihajlik	fihajlik	iai	fhjlk
f	ih	akl	fihaklik	fihaklik	iai	fhklk
f	ih	akß	fihakßik	fihakszik	iai	fhkßk
f	ih	aml	fihamlik	fihamlik	iai	fhmlk
f	ih	apß	fihapßik	fihapszik	iai	fhpßk
f	ih	arz	fiharzik	fiharzik	iai	fhrzk
f	ih	árz	fihárzik	fihárzik	iái	fhrzk
f	ih	asl	fihaslik	fihaslik	iai	fhslk
f	ih	é¥l	fihé¥lik	fihénylik	iéi	fh¥lk
f	ih	edz	fihedzik	fihedzik	iei	fhdzk
f	ih	egl	fiheglik	fiheglik	iei	fhglk
f	ih	egß	fihegßik	fihegszik	iei	fhgßk
f	ih	égß	fihégßik	fihégszik	iéi	fhgßk
f	ih	egz	fihegzik	fihegzik	iei	fhgzk
f	ih	ejl	fihejlik	fihejlik	iei	fhjlk
f	ih	ekß	fihekßik	fihekszik	iei	fhkßk
f	ih	ékß	fihékßik	fihékszik	iéi	fhkßk
f	ih	eml	fihemlik	fihemlik	iei	fhmlk
f	ih	epß	fihepßik	fihepszik	iei	fhpßk
f	ih	esl	fiheslik	fiheslik	iei	fhslk
f	il	á¥l	filá¥lik	filánylik	iái	fl¥lk
f	il	adz	filadzik	filadzik	iai	fldzk
f	il	ádz	filádzik	filádzik	iái	fldzk
f	il	agl	filaglik	filaglik	iai	flglk
f	il	ágl	filáglik	filáglik	iái	flglk
f	il	agß	filagßik	filagszik	iai	flgßk
f	il	agz	filagzik	filagzik	iai	flgzk
f	il	ágz	filágzik	filágzik	iái	flgzk
f	il	ajl	filajlik	filajlik	iai	fljlk
f	il	akl	filaklik	filaklik	iai	flklk
f	il	akß	filakßik	filakszik	iai	flkßk
f	il	aml	filamlik	filamlik	iai	flmlk
f	il	apß	filapßik	filapszik	iai	flpßk
f	il	arz	filarzik	filarzik	iai	flrzk
f	il	árz	filárzik	filárzik	iái	flrzk
f	il	asl	filaslik	filaslik	iai	flslk
f	il	é¥l	filé¥lik	filénylik	iéi	fl¥lk
f	il	edz	filedzik	filedzik	iei	fldzk
f	il	egl	fileglik	fileglik	iei	flglk
f	il	egß	filegßik	filegszik	iei	flgßk
f	il	égß	filégßik	filégszik	iéi	flgßk
f	il	egz	filegzik	filegzik	iei	flgzk
f	il	ejl	filejlik	filejlik	iei	fljlk
f	il	ekß	filekßik	filekszik	iei	flkßk
f	il	ékß	filékßik	filékszik	iéi	flkßk
f	il	eml	filemlik	filemlik	iei	flmlk
f	il	epß	filepßik	filepszik	iei	flpßk
f	il	esl	fileslik	fileslik	iei	flslk
f	ir	á¥l	firá¥lik	firánylik	iái	fr¥lk
f	ir	adz	firadzik	firadzik	iai	frdzk
f	ir	ádz	firádzik	firádzik	iái	frdzk
f	ir	agl	firaglik	firaglik	iai	frglk
f	ir	ágl	firáglik	firáglik	iái	frglk
f	ir	agß	firagßik	firagszik	iai	frgßk
f	ir	agz	firagzik	firagzik	iai	frgzk
f	ir	ágz	firágzik	firágzik	iái	frgzk
f	ir	ajl	firajlik	firajlik	iai	frjlk
f	ir	akl	firaklik	firaklik	iai	frklk
f	ir	akß	firakßik	firakszik	iai	frkßk
f	ir	aml	firamlik	firamlik	iai	frmlk
f	ir	apß	firapßik	firapszik	iai	frpßk
f	ir	asl	firaslik	firaslik	iai	frslk
f	ir	é¥l	firé¥lik	firénylik	iéi	fr¥lk
f	ir	edz	firedzik	firedzik	iei	frdzk
f	ir	egl	fireglik	fireglik	iei	frglk
f	ir	egß	firegßik	firegszik	iei	frgßk
f	ir	égß	firégßik	firégszik	iéi	frgßk
f	ir	egz	firegzik	firegzik	iei	frgzk
f	ir	ejl	firejlik	firejlik	iei	frjlk
f	ir	ekß	firekßik	firekszik	iei	frkßk
f	ir	ékß	firékßik	firékszik	iéi	frkßk
f	ir	eml	firemlik	firemlik	iei	frmlk
f	ir	epß	firepßik	firepszik	iei	frpßk
f	ir	esl	fireslik	fireslik	iei	frslk
f	iv	á¥l	fivá¥lik	fiványlik	iái	fv¥lk
f	iv	adz	fivadzik	fivadzik	iai	fvdzk
f	iv	ádz	fivádzik	fivádzik	iái	fvdzk
f	iv	agl	fivaglik	fivaglik	iai	fvglk
f	iv	ágl	fiváglik	fiváglik	iái	fvglk
f	iv	agß	fivagßik	fivagszik	iai	fvgßk
f	iv	agz	fivagzik	fivagzik	iai	fvgzk
f	iv	ágz	fivágzik	fivágzik	iái	fvgzk
f	iv	ajl	fivajlik	fivajlik	iai	fvjlk
f	iv	akl	fivaklik	fivaklik	iai	fvklk
f	iv	akß	fivakßik	fivakszik	iai	fvkßk
f	iv	aml	fivamlik	fivamlik	iai	fvmlk
f	iv	apß	fivapßik	fivapszik	iai	fvpßk
f	iv	arz	fivarzik	fivarzik	iai	fvrzk
f	iv	árz	fivárzik	fivárzik	iái	fvrzk
f	iv	asl	fivaslik	fivaslik	iai	fvslk
f	iv	é¥l	fivé¥lik	fivénylik	iéi	fv¥lk
f	iv	edz	fivedzik	fivedzik	iei	fvdzk
f	iv	egl	fiveglik	fiveglik	iei	fvglk
f	iv	egß	fivegßik	fivegszik	iei	fvgßk
f	iv	égß	fivégßik	fivégszik	iéi	fvgßk
f	iv	egz	fivegzik	fivegzik	iei	fvgzk
f	iv	ejl	fivejlik	fivejlik	iei	fvjlk
f	iv	ekß	fivekßik	fivekszik	iei	fvkßk
f	iv	ékß	fivékßik	fivékszik	iéi	fvkßk
f	iv	eml	fivemlik	fivemlik	iei	fvmlk
f	iv	epß	fivepßik	fivepszik	iei	fvpßk
f	iv	esl	fiveslik	fiveslik	iei	fvslk
f	ob	ódz	fobódzik	fobódzik	oói	fbdzk
f	og	ódz	fogódzik	fogódzik	oói	fgdzk
f	oh	ódz	fohódzik	fohódzik	oói	fhdzk
f	ol	ódz	folódzik	folódzik	oói	fldzk
f	ól	o¥l	fólo¥lik	fólonylik	óoi	fl¥lk
f	ól	okl	fóloklik	fóloklik	óoi	flklk
f	ól	orz	fólorzik	fólorzik	óoi	flrzk
f	ól	osl	fóloslik	fóloslik	óoi	flslk
f	or	ódz	foródzik	foródzik	oói	frdzk
f	ör	ődz	förődzik	förődzik	öői	frdzk
f	ör	űdz	förűdzik	förűdzik	öűi	frdzk
f	orj	ódz	forjódzik	forjódzik	oói	frjdzk
f	öt	ődz	fötődzik	fötődzik	öői	ftdzk
f	öt	őrz	fötőrzik	fötőrzik	öői	ftrzk
f	öt	űdz	fötűdzik	fötűdzik	öűi	ftdzk
f	öv	ődz	fövődzik	fövődzik	öői	fvdzk
f	öv	őrz	fövőrzik	fövőrzik	öői	fvrzk
f	öv	űdz	fövűdzik	fövűdzik	öűi	fvdzk
f	ub	o¥l	fubo¥lik	fubonylik	uoi	fb¥lk
f	ub	ódz	fubódzik	fubódzik	uói	fbdzk
f	ub	okl	fuboklik	fuboklik	uoi	fbklk
f	ub	orz	fuborzik	fuborzik	uoi	fbrzk
f	ub	osl	fuboslik	fuboslik	uoi	fbslk
f	ug	o¥l	fugo¥lik	fugonylik	uoi	fg¥lk
f	ug	ódz	fugódzik	fugódzik	uói	fgdzk
f	ug	okl	fugoklik	fugoklik	uoi	fgklk
f	ug	orz	fugorzik	fugorzik	uoi	fgrzk
f	ug	osl	fugoslik	fugoslik	uoi	fgslk
f	ül	ődz	fülődzik	fülődzik	üői	fldzk
f	ül	ökl	fülöklik	fülöklik	üöi	flklk
f	ül	őrz	fülőrzik	fülőrzik	üői	flrzk
f	ül	ösl	fülöslik	fülöslik	üöi	flslk
f	ül	űdz	fülűdzik	fülűdzik	üűi	fldzk
f	ur	o¥l	furo¥lik	furonylik	uoi	fr¥lk
f	ur	ódz	furódzik	furódzik	uói	frdzk
f	ur	okl	furoklik	furoklik	uoi	frklk
f	ur	osl	furoslik	furoslik	uoi	frslk
f	ür	ődz	fürődzik	fürődzik	üői	frdzk
f	ür	ökl	füröklik	füröklik	üöi	frklk
f	ür	ösl	füröslik	füröslik	üöi	frslk
f	ür	űdz	fürűdzik	fürűdzik	üűi	frdzk
f	űr	ődz	fűrődzik	fűrődzik	űői	frdzk
f	űr	ökl	fűröklik	fűröklik	űöi	frklk
f	űr	ösl	fűröslik	fűröslik	űöi	frslk
