prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl	tr	keep_enough_distance	keep_no_overlap
hubonylik	hubonyozik	nek	hubonylanak	hubonyoznak	hubo¥	lik	hubo¥lik	2	hubo¥lik	TRUE	TRUE
hubonylik	hubonyozik	tek	hubonylotok	hubonyoztok	hubo¥	lik	hubo¥lik	2	hubo¥lik	TRUE	TRUE
hubonylik	hubonyozik	ünk	hubonylunk	hubonyozunk	hubo¥	lik	hubo¥lik	2	hubo¥lik	TRUE	TRUE
flivapszik	flivapodik	nek	flivapszanak	flivapodnak	flivap	ßik	flivapßik	2	flivapßik	TRUE	TRUE
flivapszik	flivapodik	tek	flivapszotok	flivapodtok	flivap	ßik	flivapßik	2	flivapßik	TRUE	TRUE
flivapszik	flivapodik	ünk	flivapszunk	flivapodunk	flivap	ßik	flivapßik	2	flivapßik	TRUE	TRUE
bribékszik	bribékedik	nek	bribékszenek	bribékednek	bribék	ßik	bribékßik	2	bribékßik	TRUE	TRUE
bribékszik	bribékedik	tek	bribékszetek	bribékedtek	bribék	ßik	bribékßik	2	bribékßik	TRUE	TRUE
bribékszik	bribékedik	ünk	bribékszünk	bribékedünk	bribék	ßik	bribékßik	2	bribékßik	TRUE	TRUE
galárzik	galározik	nek	galárzanak	galároznak	galár	zik	galárzik	2	galárzik	TRUE	TRUE
galárzik	galározik	tek	galárzotok	galároztok	galár	zik	galárzik	2	galárzik	TRUE	TRUE
galárzik	galározik	ünk	galárzunk	galározunk	galár	zik	galárzik	2	galárzik	TRUE	TRUE
plöslik	plösözik	nek	plöslenek	plösöznek	plös	lik	plöslik	1	plöslik	TRUE	FALSE
plöslik	plösözik	tek	plöslötök	plösöztök	plös	lik	plöslik	1	plöslik	TRUE	FALSE
plöslik	plösözik	ünk	plöslünk	plösözünk	plös	lik	plöslik	1	plöslik	TRUE	FALSE
pliheslik	plihesezik	nek	pliheslenek	pliheseznek	plihes	lik	pliheslik	2	pliheslik	TRUE	FALSE
pliheslik	plihesezik	tek	plihesletek	pliheseztek	plihes	lik	pliheslik	2	pliheslik	TRUE	FALSE
pliheslik	plihesezik	ünk	pliheslünk	plihesezünk	plihes	lik	pliheslik	2	pliheslik	TRUE	FALSE
fliványlik	fliványozik	nek	fliványlanak	fliványoznak	flivá¥	lik	flivá¥lik	2	flivá¥lik	TRUE	TRUE
fliványlik	fliványozik	tek	fliványlotok	fliványoztok	flivá¥	lik	flivá¥lik	2	flivá¥lik	TRUE	TRUE
fliványlik	fliványozik	ünk	fliványlunk	fliványozunk	flivá¥	lik	flivá¥lik	2	flivá¥lik	TRUE	TRUE
málarzik	málarozik	nek	málarzanak	málaroznak	málar	zik	málarzik	2	málarzik	TRUE	TRUE
málarzik	málarozik	tek	málarzotok	málaroztok	málar	zik	málarzik	2	málarzik	TRUE	TRUE
málarzik	málarozik	ünk	málarzunk	málarozunk	málar	zik	málarzik	2	málarzik	TRUE	TRUE
drédlik	drédezik	nek	drédlenek	drédeznek	dréd	lik	drédlik	1	drédlik	TRUE	FALSE
drédlik	drédezik	tek	drédletek	drédeztek	dréd	lik	drédlik	1	drédlik	TRUE	FALSE
drédlik	drédezik	ünk	drédlünk	drédezünk	dréd	lik	drédlik	1	drédlik	TRUE	FALSE
patágzik	patágozik	nek	patágzanak	patágoznak	patág	zik	patágzik	2	patágzik	TRUE	TRUE
patágzik	patágozik	tek	patágzotok	patágoztok	patág	zik	patágzik	2	patágzik	TRUE	TRUE
patágzik	patágozik	ünk	patágzunk	patágozunk	patág	zik	patágzik	2	patágzik	TRUE	TRUE
álajlik	álajozik	nek	álajlanak	álajoznak	álaj	lik	álajlik	2	álajlik	TRUE	FALSE
álajlik	álajozik	tek	álajlotok	álajoztok	álaj	lik	álajlik	2	álajlik	TRUE	FALSE
álajlik	álajozik	ünk	álajlunk	álajozunk	álaj	lik	álajlik	2	álajlik	TRUE	FALSE
nyülöklik	nyülöközik	nek	nyülöklenek	nyülököznek	¥ülök	lik	¥ülöklik	2	¥ülöklik	TRUE	TRUE
nyülöklik	nyülöközik	tek	nyülöklötök	nyülököztök	¥ülök	lik	¥ülöklik	2	¥ülöklik	TRUE	TRUE
nyülöklik	nyülöközik	ünk	nyülöklünk	nyülöközünk	¥ülök	lik	¥ülöklik	2	¥ülöklik	TRUE	TRUE
csujlik	csujozik	nek	csujlanak	csujoznak	çuj	lik	çujlik	1	çujlik	TRUE	TRUE
csujlik	csujozik	tek	csujlotok	csujoztok	çuj	lik	çujlik	1	çujlik	TRUE	TRUE
csujlik	csujozik	ünk	csujlunk	csujozunk	çuj	lik	çujlik	1	çujlik	TRUE	TRUE
prilamlik	prilamozik	nek	prilamlanak	prilamoznak	prilam	lik	prilamlik	2	prilamlik	TRUE	TRUE
prilamlik	prilamozik	tek	prilamlotok	prilamoztok	prilam	lik	prilamlik	2	prilamlik	TRUE	TRUE
prilamlik	prilamozik	ünk	prilamlunk	prilamozunk	prilam	lik	prilamlik	2	prilamlik	TRUE	TRUE
nyivágzik	nyivágozik	nek	nyivágzanak	nyivágoznak	¥ivág	zik	¥ivágzik	2	¥ivágzik	TRUE	TRUE
nyivágzik	nyivágozik	tek	nyivágzotok	nyivágoztok	¥ivág	zik	¥ivágzik	2	¥ivágzik	TRUE	TRUE
nyivágzik	nyivágozik	ünk	nyivágzunk	nyivágozunk	¥ivág	zik	¥ivágzik	2	¥ivágzik	TRUE	TRUE
jajzik	jajozik	nek	jajzanak	jajoznak	jaj	zik	jajzik	1	jajzik	TRUE	TRUE
jajzik	jajozik	tek	jajzotok	jajoztok	jaj	zik	jajzik	1	jajzik	TRUE	TRUE
jajzik	jajozik	ünk	jajzunk	jajozunk	jaj	zik	jajzik	1	jajzik	TRUE	TRUE
fihajlik	fihajozik	nek	fihajlanak	fihajoznak	fihaj	lik	fihajlik	2	fihajlik	FALSE	TRUE
fihajlik	fihajozik	tek	fihajlotok	fihajoztok	fihaj	lik	fihajlik	2	fihajlik	FALSE	TRUE
fihajlik	fihajozik	ünk	fihajlunk	fihajozunk	fihaj	lik	fihajlik	2	fihajlik	FALSE	TRUE
poslik	posozik	nek	poslanak	posoznak	pos	lik	poslik	1	poslik	TRUE	TRUE
poslik	posozik	tek	poslotok	posoztok	pos	lik	poslik	1	poslik	TRUE	TRUE
poslik	posozik	ünk	poslunk	posozunk	pos	lik	poslik	1	poslik	TRUE	TRUE
trírzik	trírozik	nek	trírzanak	tríroznak	trír	zik	trírzik	1	trírzik	TRUE	TRUE
trírzik	trírozik	tek	trírzotok	tríroztok	trír	zik	trírzik	1	trírzik	TRUE	TRUE
trírzik	trírozik	ünk	trírzunk	trírozunk	trír	zik	trírzik	1	trírzik	TRUE	TRUE
breslik	bresezik	nek	breslenek	breseznek	bres	lik	breslik	1	breslik	TRUE	TRUE
breslik	bresezik	tek	bresletek	breseztek	bres	lik	breslik	1	breslik	TRUE	TRUE
breslik	bresezik	ünk	breslünk	bresezünk	bres	lik	breslik	1	breslik	TRUE	TRUE
spuronylik	spuronyozik	nek	spuronylanak	spuronyoznak	spuro¥	lik	spuro¥lik	2	spuro¥lik	TRUE	TRUE
spuronylik	spuronyozik	tek	spuronylotok	spuronyoztok	spuro¥	lik	spuro¥lik	2	spuro¥lik	TRUE	TRUE
spuronylik	spuronyozik	ünk	spuronylunk	spuronyozunk	spuro¥	lik	spuro¥lik	2	spuro¥lik	TRUE	TRUE
livénylik	livényezik	nek	livénylenek	livényeznek	livé¥	lik	livé¥lik	2	livé¥lik	TRUE	TRUE
livénylik	livényezik	tek	livényletek	livényeztek	livé¥	lik	livé¥lik	2	livé¥lik	TRUE	TRUE
livénylik	livényezik	ünk	livénylünk	livényezünk	livé¥	lik	livé¥lik	2	livé¥lik	TRUE	TRUE
vólonylik	vólonyozik	nek	vólonylanak	vólonyoznak	vólo¥	lik	vólo¥lik	2	vólo¥lik	TRUE	TRUE
vólonylik	vólonyozik	tek	vólonylotok	vólonyoztok	vólo¥	lik	vólo¥lik	2	vólo¥lik	TRUE	TRUE
vólonylik	vólonyozik	ünk	vólonylunk	vólonyozunk	vólo¥	lik	vólo¥lik	2	vólo¥lik	TRUE	TRUE
néleslik	nélesezik	nek	néleslenek	néleseznek	néles	lik	néleslik	2	néleslik	TRUE	FALSE
néleslik	nélesezik	tek	nélesletek	néleseztek	néles	lik	néleslik	2	néleslik	TRUE	FALSE
néleslik	nélesezik	ünk	néleslünk	nélesezünk	néles	lik	néleslik	2	néleslik	TRUE	FALSE
bregzik	bregezik	nek	bregzenek	bregeznek	breg	zik	bregzik	1	bregzik	TRUE	TRUE
bregzik	bregezik	tek	bregzetek	bregeztek	breg	zik	bregzik	1	bregzik	TRUE	TRUE
bregzik	bregezik	ünk	bregzünk	bregezünk	breg	zik	bregzik	1	bregzik	TRUE	TRUE
mübzik	mübözik	nek	mübzenek	müböznek	müb	zik	mübzik	1	mübzik	TRUE	TRUE
mübzik	mübözik	tek	mübzötök	müböztök	müb	zik	mübzik	1	mübzik	TRUE	TRUE
mübzik	mübözik	ünk	mübzünk	mübözünk	müb	zik	mübzik	1	mübzik	TRUE	TRUE
szinylik	szinyozik	nek	szinylanak	szinyoznak	ßi¥	lik	ßi¥lik	1	ßi¥lik	TRUE	TRUE
szinylik	szinyozik	tek	szinylotok	szinyoztok	ßi¥	lik	ßi¥lik	1	ßi¥lik	TRUE	TRUE
szinylik	szinyozik	ünk	szinylunk	szinyozunk	ßi¥	lik	ßi¥lik	1	ßi¥lik	TRUE	TRUE
frálapszik	frálapodik	nek	frálapszanak	frálapodnak	frálap	ßik	frálapßik	2	frálapßik	TRUE	TRUE
frálapszik	frálapodik	tek	frálapszotok	frálapodtok	frálap	ßik	frálapßik	2	frálapßik	TRUE	TRUE
frálapszik	frálapodik	ünk	frálapszunk	frálapodunk	frálap	ßik	frálapßik	2	frálapßik	TRUE	TRUE
mivakszik	mivakodik	nek	mivakszanak	mivakodnak	mivak	ßik	mivakßik	2	mivakßik	TRUE	FALSE
mivakszik	mivakodik	tek	mivakszotok	mivakodtok	mivak	ßik	mivakßik	2	mivakßik	TRUE	FALSE
mivakszik	mivakodik	ünk	mivakszunk	mivakodunk	mivak	ßik	mivakßik	2	mivakßik	TRUE	FALSE
briváglik	brivágozik	nek	briváglanak	brivágoznak	brivág	lik	briváglik	2	briváglik	TRUE	TRUE
briváglik	brivágozik	tek	briváglotok	brivágoztok	brivág	lik	briváglik	2	briváglik	TRUE	TRUE
briváglik	brivágozik	ünk	briváglunk	brivágozunk	brivág	lik	briváglik	2	briváglik	TRUE	TRUE
frízlik	frízozik	nek	frízlanak	frízoznak	fríz	lik	frízlik	1	frízlik	TRUE	FALSE
frízlik	frízozik	tek	frízlotok	frízoztok	fríz	lik	frízlik	1	frízlik	TRUE	FALSE
frízlik	frízozik	ünk	frízlunk	frízozunk	fríz	lik	frízlik	1	frízlik	TRUE	FALSE
báramlik	báramozik	nek	báramlanak	báramoznak	báram	lik	báramlik	2	báramlik	FALSE	FALSE
báramlik	báramozik	tek	báramlotok	báramoztok	báram	lik	báramlik	2	báramlik	FALSE	FALSE
báramlik	báramozik	ünk	báramlunk	báramozunk	báram	lik	báramlik	2	báramlik	FALSE	FALSE
vüszlik	vüszözik	nek	vüszlenek	vüszöznek	vüß	lik	vüßlik	1	vüßlik	TRUE	TRUE
vüszlik	vüszözik	tek	vüszlötök	vüszöztök	vüß	lik	vüßlik	1	vüßlik	TRUE	TRUE
vüszlik	vüszözik	ünk	vüszlünk	vüszözünk	vüß	lik	vüßlik	1	vüßlik	TRUE	TRUE
tribejlik	tribejezik	nek	tribejlenek	tribejeznek	tribej	lik	tribejlik	2	tribejlik	TRUE	TRUE
tribejlik	tribejezik	tek	tribejletek	tribejeztek	tribej	lik	tribejlik	2	tribejlik	TRUE	TRUE
tribejlik	tribejezik	ünk	tribejlünk	tribejezünk	tribej	lik	tribejlik	2	tribejlik	TRUE	TRUE
klarzik	klarozik	nek	klarzanak	klaroznak	klar	zik	klarzik	1	klarzik	TRUE	TRUE
klarzik	klarozik	tek	klarzotok	klaroztok	klar	zik	klarzik	1	klarzik	TRUE	TRUE
klarzik	klarozik	ünk	klarzunk	klarozunk	klar	zik	klarzik	1	klarzik	TRUE	TRUE
nyáraglik	nyáragozik	nek	nyáraglanak	nyáragoznak	¥árag	lik	¥áraglik	2	¥áraglik	TRUE	FALSE
nyáraglik	nyáragozik	tek	nyáraglotok	nyáragoztok	¥árag	lik	¥áraglik	2	¥áraglik	TRUE	FALSE
nyáraglik	nyáragozik	ünk	nyáraglunk	nyáragozunk	¥árag	lik	¥áraglik	2	¥áraglik	TRUE	FALSE
pliraslik	plirasozik	nek	pliraslanak	plirasoznak	pliras	lik	pliraslik	2	pliraslik	TRUE	FALSE
pliraslik	plirasozik	tek	pliraslotok	plirasoztok	pliras	lik	pliraslik	2	pliraslik	TRUE	FALSE
pliraslik	plirasozik	ünk	pliraslunk	plirasozunk	pliras	lik	pliraslik	2	pliraslik	TRUE	FALSE
bratáglik	bratágozik	nek	bratáglanak	bratágoznak	bratág	lik	bratáglik	2	bratáglik	TRUE	TRUE
bratáglik	bratágozik	tek	bratáglotok	bratágoztok	bratág	lik	bratáglik	2	bratáglik	TRUE	TRUE
bratáglik	bratágozik	ünk	bratáglunk	bratágozunk	bratág	lik	bratáglik	2	bratáglik	TRUE	TRUE
klihaslik	klihasozik	nek	klihaslanak	klihasoznak	klihas	lik	klihaslik	2	klihaslik	TRUE	TRUE
klihaslik	klihasozik	tek	klihaslotok	klihasoztok	klihas	lik	klihaslik	2	klihaslik	TRUE	TRUE
klihaslik	klihasozik	ünk	klihaslunk	klihasozunk	klihas	lik	klihaslik	2	klihaslik	TRUE	TRUE
hivegzik	hivegezik	nek	hivegzenek	hivegeznek	hiveg	zik	hivegzik	2	hivegzik	TRUE	TRUE
hivegzik	hivegezik	tek	hivegzetek	hivegeztek	hiveg	zik	hivegzik	2	hivegzik	TRUE	TRUE
hivegzik	hivegezik	ünk	hivegzünk	hivegezünk	hiveg	zik	hivegzik	2	hivegzik	TRUE	TRUE
flüröklik	flüröközik	nek	flüröklenek	flürököznek	flürök	lik	flüröklik	2	flüröklik	TRUE	TRUE
flüröklik	flüröközik	tek	flüröklötök	flürököztök	flürök	lik	flüröklik	2	flüröklik	TRUE	TRUE
flüröklik	flüröközik	ünk	flüröklünk	flüröközünk	flürök	lik	flüröklik	2	flüröklik	TRUE	TRUE
brivepszik	brivepedik	nek	brivepszenek	brivepednek	brivep	ßik	brivepßik	2	brivepßik	TRUE	TRUE
brivepszik	brivepedik	tek	brivepszetek	brivepedtek	brivep	ßik	brivepßik	2	brivepßik	TRUE	TRUE
brivepszik	brivepedik	ünk	brivepszünk	brivepedünk	brivep	ßik	brivepßik	2	brivepßik	TRUE	TRUE
trűnylik	trűnyözik	nek	trűnylenek	trűnyöznek	trű¥	lik	trű¥lik	1	trű¥lik	TRUE	TRUE
trűnylik	trűnyözik	tek	trűnylötök	trűnyöztök	trű¥	lik	trű¥lik	1	trű¥lik	TRUE	TRUE
trűnylik	trűnyözik	ünk	trűnylünk	trűnyözünk	trű¥	lik	trű¥lik	1	trű¥lik	TRUE	TRUE
sugonylik	sugonyozik	nek	sugonylanak	sugonyoznak	sugo¥	lik	sugo¥lik	2	sugo¥lik	TRUE	TRUE
sugonylik	sugonyozik	tek	sugonylotok	sugonyoztok	sugo¥	lik	sugo¥lik	2	sugo¥lik	TRUE	TRUE
sugonylik	sugonyozik	ünk	sugonylunk	sugonyozunk	sugo¥	lik	sugo¥lik	2	sugo¥lik	TRUE	TRUE
dráslik	drásozik	nek	dráslanak	drásoznak	drás	lik	dráslik	1	dráslik	TRUE	FALSE
dráslik	drásozik	tek	dráslotok	drásoztok	drás	lik	dráslik	1	dráslik	TRUE	FALSE
dráslik	drásozik	ünk	dráslunk	drásozunk	drás	lik	dráslik	1	dráslik	TRUE	FALSE
prélszik	préledik	nek	prélszenek	prélednek	prél	ßik	prélßik	1	prélßik	TRUE	TRUE
prélszik	préledik	tek	prélszetek	préledtek	prél	ßik	prélßik	1	prélßik	TRUE	TRUE
prélszik	préledik	ünk	prélszünk	préledünk	prél	ßik	prélßik	1	prélßik	TRUE	TRUE
brehénylik	brehényezik	nek	brehénylenek	brehényeznek	brehé¥	lik	brehé¥lik	2	brehé¥lik	TRUE	TRUE
brehénylik	brehényezik	tek	brehényletek	brehényeztek	brehé¥	lik	brehé¥lik	2	brehé¥lik	TRUE	TRUE
brehénylik	brehényezik	ünk	brehénylünk	brehényezünk	brehé¥	lik	brehé¥lik	2	brehé¥lik	TRUE	TRUE
fluboklik	flubokozik	nek	fluboklanak	flubokoznak	flubok	lik	fluboklik	2	fluboklik	TRUE	TRUE
fluboklik	flubokozik	tek	fluboklotok	flubokoztok	flubok	lik	fluboklik	2	fluboklik	TRUE	TRUE
fluboklik	flubokozik	ünk	fluboklunk	flubokozunk	flubok	lik	fluboklik	2	fluboklik	TRUE	TRUE
nibaslik	nibasozik	nek	nibaslanak	nibasoznak	nibas	lik	nibaslik	2	nibaslik	TRUE	FALSE
nibaslik	nibasozik	tek	nibaslotok	nibasoztok	nibas	lik	nibaslik	2	nibaslik	TRUE	FALSE
nibaslik	nibasozik	ünk	nibaslunk	nibasozunk	nibas	lik	nibaslik	2	nibaslik	TRUE	FALSE
vileslik	vilesezik	nek	vileslenek	vileseznek	viles	lik	vileslik	2	vileslik	TRUE	TRUE
vileslik	vilesezik	tek	vilesletek	vileseztek	viles	lik	vileslik	2	vileslik	TRUE	TRUE
vileslik	vilesezik	ünk	vileslünk	vilesezünk	viles	lik	vileslik	2	vileslik	TRUE	TRUE
pletékszik	pletékedik	nek	pletékszenek	pletékednek	pleték	ßik	pletékßik	2	pletékßik	TRUE	FALSE
pletékszik	pletékedik	tek	pletékszetek	pletékedtek	pleték	ßik	pletékßik	2	pletékßik	TRUE	FALSE
pletékszik	pletékedik	ünk	pletékszünk	pletékedünk	pleték	ßik	pletékßik	2	pletékßik	TRUE	FALSE
szuboklik	szubokozik	nek	szuboklanak	szubokoznak	ßubok	lik	ßuboklik	2	ßuboklik	TRUE	TRUE
szuboklik	szubokozik	tek	szuboklotok	szubokoztok	ßubok	lik	ßuboklik	2	ßuboklik	TRUE	TRUE
szuboklik	szubokozik	ünk	szuboklunk	szubokozunk	ßubok	lik	ßuboklik	2	ßuboklik	TRUE	TRUE
sztredlik	sztredezik	nek	sztredlenek	sztredeznek	ßtred	lik	ßtredlik	1	ßtredlik	TRUE	TRUE
sztredlik	sztredezik	tek	sztredletek	sztredeztek	ßtred	lik	ßtredlik	1	ßtredlik	TRUE	TRUE
sztredlik	sztredezik	ünk	sztredlünk	sztredezünk	ßtred	lik	ßtredlik	1	ßtredlik	TRUE	TRUE
frinylik	frinyozik	nek	frinylanak	frinyoznak	fri¥	lik	fri¥lik	1	fri¥lik	TRUE	TRUE
frinylik	frinyozik	tek	frinylotok	frinyoztok	fri¥	lik	fri¥lik	1	fri¥lik	TRUE	TRUE
frinylik	frinyozik	ünk	frinylunk	frinyozunk	fri¥	lik	fri¥lik	1	fri¥lik	TRUE	TRUE
kireslik	kiresezik	nek	kireslenek	kireseznek	kires	lik	kireslik	2	kireslik	TRUE	FALSE
kireslik	kiresezik	tek	kiresletek	kireseztek	kires	lik	kireslik	2	kireslik	TRUE	FALSE
kireslik	kiresezik	ünk	kireslünk	kiresezünk	kires	lik	kireslik	2	kireslik	TRUE	FALSE
biláglik	bilágozik	nek	biláglanak	bilágoznak	bilág	lik	biláglik	2	biláglik	FALSE	TRUE
biláglik	bilágozik	tek	biláglotok	bilágoztok	bilág	lik	biláglik	2	biláglik	FALSE	TRUE
biláglik	bilágozik	ünk	biláglunk	bilágozunk	bilág	lik	biláglik	2	biláglik	FALSE	TRUE
nuroklik	nurokozik	nek	nuroklanak	nurokoznak	nurok	lik	nuroklik	2	nuroklik	TRUE	TRUE
nuroklik	nurokozik	tek	nuroklotok	nurokoztok	nurok	lik	nuroklik	2	nuroklik	TRUE	TRUE
nuroklik	nurokozik	ünk	nuroklunk	nurokozunk	nurok	lik	nuroklik	2	nuroklik	TRUE	TRUE
géreglik	géregezik	nek	géreglenek	géregeznek	géreg	lik	géreglik	2	géreglik	TRUE	TRUE
géreglik	géregezik	tek	géregletek	géregeztek	géreg	lik	géreglik	2	géreglik	TRUE	TRUE
géreglik	géregezik	ünk	géreglünk	géregezünk	géreg	lik	géreglik	2	géreglik	TRUE	TRUE
dibáglik	dibágozik	nek	dibáglanak	dibágoznak	dibág	lik	dibáglik	2	dibáglik	TRUE	TRUE
dibáglik	dibágozik	tek	dibáglotok	dibágoztok	dibág	lik	dibáglik	2	dibáglik	TRUE	TRUE
dibáglik	dibágozik	ünk	dibáglunk	dibágozunk	dibág	lik	dibáglik	2	dibáglik	TRUE	TRUE
nyöbzik	nyöbözik	nek	nyöbzenek	nyöböznek	¥öb	zik	¥öbzik	1	¥öbzik	TRUE	TRUE
nyöbzik	nyöbözik	tek	nyöbzötök	nyöböztök	¥öb	zik	¥öbzik	1	¥öbzik	TRUE	TRUE
nyöbzik	nyöbözik	ünk	nyöbzünk	nyöbözünk	¥öb	zik	¥öbzik	1	¥öbzik	TRUE	TRUE
hiragzik	hiragozik	nek	hiragzanak	hiragoznak	hirag	zik	hiragzik	2	hiragzik	TRUE	TRUE
hiragzik	hiragozik	tek	hiragzotok	hiragoztok	hirag	zik	hiragzik	2	hiragzik	TRUE	TRUE
hiragzik	hiragozik	ünk	hiragzunk	hiragozunk	hirag	zik	hiragzik	2	hiragzik	TRUE	TRUE
spiharzik	spiharozik	nek	spiharzanak	spiharoznak	spihar	zik	spiharzik	2	spiharzik	TRUE	TRUE
spiharzik	spiharozik	tek	spiharzotok	spiharoztok	spihar	zik	spiharzik	2	spiharzik	TRUE	TRUE
spiharzik	spiharozik	ünk	spiharzunk	spiharozunk	spihar	zik	spiharzik	2	spiharzik	TRUE	TRUE
sűjlik	sűjözik	nek	sűjlenek	sűjöznek	sűj	lik	sűjlik	1	sűjlik	TRUE	TRUE
sűjlik	sűjözik	tek	sűjlötök	sűjöztök	sűj	lik	sűjlik	1	sűjlik	TRUE	TRUE
sűjlik	sűjözik	ünk	sűjlünk	sűjözünk	sűj	lik	sűjlik	1	sűjlik	TRUE	TRUE
vilaglik	vilagozik	nek	vilaglanak	vilagoznak	vilag	lik	vilaglik	2	vilaglik	FALSE	TRUE
vilaglik	vilagozik	tek	vilaglotok	vilagoztok	vilag	lik	vilaglik	2	vilaglik	FALSE	TRUE
vilaglik	vilagozik	ünk	vilaglunk	vilagozunk	vilag	lik	vilaglik	2	vilaglik	FALSE	TRUE
fivaklik	fivakozik	nek	fivaklanak	fivakoznak	fivak	lik	fivaklik	2	fivaklik	TRUE	TRUE
fivaklik	fivakozik	tek	fivaklotok	fivakoztok	fivak	lik	fivaklik	2	fivaklik	TRUE	TRUE
fivaklik	fivakozik	ünk	fivaklunk	fivakozunk	fivak	lik	fivaklik	2	fivaklik	TRUE	TRUE
spibénylik	spibényezik	nek	spibénylenek	spibényeznek	spibé¥	lik	spibé¥lik	2	spibé¥lik	TRUE	TRUE
spibénylik	spibényezik	tek	spibényletek	spibényeztek	spibé¥	lik	spibé¥lik	2	spibé¥lik	TRUE	TRUE
spibénylik	spibényezik	ünk	spibénylünk	spibényezünk	spibé¥	lik	spibé¥lik	2	spibé¥lik	TRUE	TRUE
plibekszik	plibekedik	nek	plibekszenek	plibekednek	plibek	ßik	plibekßik	2	plibekßik	TRUE	FALSE
plibekszik	plibekedik	tek	plibekszetek	plibekedtek	plibek	ßik	plibekßik	2	plibekßik	TRUE	FALSE
plibekszik	plibekedik	ünk	plibekszünk	plibekedünk	plibek	ßik	plibekßik	2	plibekßik	TRUE	FALSE
