tr	prompt	vowel_e	suffix_back	suffix_front	target_front	target_back
klingeß	klingesz	TRUE	nak	nek	klingesznek	klingesznak
klingeß	klingesz	TRUE	nál	nél	klingesznél	klingesznál
japég	japég	FALSE	ban	ben	japégben	japégban
japég	japég	FALSE	nak	nek	japégnek	japégnak
japég	japég	FALSE	nál	nél	japégnél	japégnál
brókeg	brókeg	TRUE	ban	ben	brókegben	brókegban
brókeg	brókeg	TRUE	nak	nek	brókegnek	brókegnak
brókeg	brókeg	TRUE	nál	nél	brókegnél	brókegnál
bißé¥	biszény	FALSE	ban	ben	biszényben	biszényban
bißé¥	biszény	FALSE	nak	nek	biszénynek	biszénynak
bißé¥	biszény	FALSE	nál	nél	biszénynél	biszénynál
pinge¬	pingely	TRUE	ban	ben	pingelyben	pingelyban
pinge¬	pingely	TRUE	nak	nek	pingelynek	pingelynak
pinge¬	pingely	TRUE	nál	nél	pingelynél	pingelynál
gampes	gampes	TRUE	ban	ben	gampesben	gampesban
gampes	gampes	TRUE	nak	nek	gampesnek	gampesnak
gampes	gampes	TRUE	nál	nél	gampesnél	gampesnál
murdéz	murdéz	FALSE	ban	ben	murdézben	murdézban
murdéz	murdéz	FALSE	nak	nek	murdéznek	murdéznak
murdéz	murdéz	FALSE	nál	nél	murdéznél	murdéznál
jálent	jálent	TRUE	ban	ben	jálentben	jálentban
jálent	jálent	TRUE	nak	nek	jálentnek	jálentnak
jálent	jálent	TRUE	nál	nél	jálentnél	jálentnál
bóreßt	bóreszt	TRUE	ban	ben	bóresztben	bóresztban
bóreßt	bóreszt	TRUE	nak	nek	bóresztnek	bóresztnak
bóreßt	bóreszt	TRUE	nál	nél	bóresztnél	bóresztnál
daßtég	dasztég	FALSE	ban	ben	dasztégben	dasztégban
daßtég	dasztég	FALSE	nak	nek	dasztégnek	dasztégnak
daßtég	dasztég	FALSE	nál	nél	dasztégnél	dasztégnál
gártec	gártec	TRUE	ban	ben	gártecben	gártecban
gártec	gártec	TRUE	nak	nek	gártecnek	gártecnak
gártec	gártec	TRUE	nál	nél	gártecnél	gártecnál
mádép	mádép	FALSE	ban	ben	mádépben	mádépban
mádép	mádép	FALSE	nak	nek	mádépnek	mádépnak
mádép	mádép	FALSE	nál	nél	mádépnél	mádépnál
lißtem	lisztem	TRUE	ban	ben	lisztemben	lisztemban
lißtem	lisztem	TRUE	nak	nek	lisztemnek	lisztemnak
lißtem	lisztem	TRUE	nál	nél	lisztemnél	lisztemnál
norzeg	norzeg	TRUE	ban	ben	norzegben	norzegban
norzeg	norzeg	TRUE	nak	nek	norzegnek	norzegnak
norzeg	norzeg	TRUE	nál	nél	norzegnél	norzegnál
rikelt	rikelt	TRUE	ban	ben	rikeltben	rikeltban
rikelt	rikelt	TRUE	nak	nek	rikeltnek	rikeltnak
rikelt	rikelt	TRUE	nál	nél	rikeltnél	rikeltnál
vánéz	vánéz	FALSE	ban	ben	vánézben	vánézban
vánéz	vánéz	FALSE	nak	nek	vánéznek	vánéznak
vánéz	vánéz	FALSE	nál	nél	vánéznél	vánéznál
ripéd	ripéd	FALSE	ban	ben	ripédben	ripédban
ripéd	ripéd	FALSE	nak	nek	ripédnek	ripédnak
ripéd	ripéd	FALSE	nál	nél	ripédnél	ripédnál
ßutend	szutend	TRUE	ban	ben	szutendben	szutendban
ßutend	szutend	TRUE	nak	nek	szutendnek	szutendnak
ßutend	szutend	TRUE	nál	nél	szutendnél	szutendnál
likßent	likszent	TRUE	ban	ben	likszentben	likszentban
likßent	likszent	TRUE	nak	nek	likszentnek	likszentnak
likßent	likszent	TRUE	nál	nél	likszentnél	likszentnál
vajrend	vajrend	TRUE	ban	ben	vajrendben	vajrendban
vajrend	vajrend	TRUE	nak	nek	vajrendnek	vajrendnak
vajrend	vajrend	TRUE	nál	nél	vajrendnél	vajrendnál
Ωorted	zsorted	TRUE	ban	ben	zsortedben	zsortedban
Ωorted	zsorted	TRUE	nak	nek	zsortednek	zsortednak
Ωorted	zsorted	TRUE	nál	nél	zsortednél	zsortednál
nordég	nordég	FALSE	ban	ben	nordégben	nordégban
nordég	nordég	FALSE	nak	nek	nordégnek	nordégnak
nordég	nordég	FALSE	nál	nél	nordégnél	nordégnál
ßortén	szortén	FALSE	ban	ben	szorténben	szorténban
ßortén	szortén	FALSE	nak	nek	szorténnek	szorténnak
ßortén	szortén	FALSE	nál	nél	szorténnél	szorténnál
lóteg	lóteg	TRUE	ban	ben	lótegben	lótegban
lóteg	lóteg	TRUE	nak	nek	lótegnek	lótegnak
lóteg	lóteg	TRUE	nál	nél	lótegnél	lótegnál
imeß	imesz	TRUE	ban	ben	imeszben	imeszban
imeß	imesz	TRUE	nak	nek	imesznek	imesznak
imeß	imesz	TRUE	nál	nél	imesznél	imesznál
sprínel	sprínel	TRUE	ban	ben	sprínelben	sprínelban
sprínel	sprínel	TRUE	nak	nek	sprínelnek	sprínelnak
sprínel	sprínel	TRUE	nál	nél	sprínelnél	sprínelnál
gopeß	gopesz	TRUE	ban	ben	gopeszben	gopeszban
gopeß	gopesz	TRUE	nak	nek	gopesznek	gopesznak
gopeß	gopesz	TRUE	nál	nél	gopesznél	gopesznál
ßalrem	szalrem	TRUE	ban	ben	szalremben	szalremban
ßalrem	szalrem	TRUE	nak	nek	szalremnek	szalremnak
ßalrem	szalrem	TRUE	nál	nél	szalremnél	szalremnál
trikép	trikép	FALSE	ban	ben	triképben	triképban
trikép	trikép	FALSE	nak	nek	triképnek	triképnak
trikép	trikép	FALSE	nál	nél	triképnél	triképnál
travéd	travéd	FALSE	ban	ben	travédben	travédban
travéd	travéd	FALSE	nak	nek	travédnek	travédnak
travéd	travéd	FALSE	nál	nél	travédnél	travédnál
barheßt	barheszt	TRUE	ban	ben	barhesztben	barhesztban
barheßt	barheszt	TRUE	nak	nek	barhesztnek	barhesztnak
barheßt	barheszt	TRUE	nál	nél	barhesztnél	barhesztnál
