cvc	cc	type	cselekednek	cselekszenek
jőgökidik	jőgökdik	cselekedne	jőgökidne	jőgökdene
redöködik	redökdik	cselekedtek	redöködtek	redökdettek
fübígűselik	fübígűslik	cselekednek	fübígűselnek	fübígűslenek
frapodik	frapszik	cselekedtek	frapodtak	frapszottak
röderigüszik	röderigszik	cselekedni	röderigüszni	röderigszeni
kúfulikozik	kúfulikszik	cselekedni	kúfulozikni	kúfulszikeni
mumlorigodik	mumlorigszik	cselekednek	mumlorigodnek	mumlorigszenek
ríkomárulik	ríkomárlik	cselekedni	ríkomárulni	ríkomárlani
túgogodik	túgogszik	cselekednek	túgogodnak	túgogszanak
bűmözik	bűmzik	cselekedtek	bűmöztek	bűmzettek
kófomozik	kófomzik	cselekedtek	kófomoztok	kófomzotok
kűtönelik	kűtönlik	cselekedtek	kűtöneltek	kűtönlettek
sőbedegödik	sőbedegszik	cselekedni	sőbedegödni	sőbedegszeni
böbedölik	böbedlik	cselekedtek	böbedöltek	böbedlettek
podakodik	podakdik	cselekedtek	podakodtok	podakdotok
lédeközik	lédekzik	cselekednek	lédeköznek	lédekzenek
kálodik	kálszik	cselekedne	kálodna	kálszana
fűpözölik	fűpözlik	cselekedtek	fűpözöltek	fűpözlettek
szágupodik	szágupszik	cselekedne	szágupodna	szágupszana
kabojozik	kabojzik	cselekedne	kabojozna	kabojzana
jíkozik	jíkszik	cselekedtek	jíkoztek	jíkszettek
rűlríküszik	rűlríkszik	cselekednek	rűlríküsznek	rűlríkszenek
beveködik	bevekdik	cselekedtek	beveködtek	bevekdettek
jűvíntetölik	jűvíntetlik	cselekedni	jűvíntetölni	jűvíntetleni
búvarozik	búvarzik	cselekednek	búvaroznak	búvarzanak
musínyozik	musínyzik	cselekedni	musínyozni	musínyzeni
dákozik	dákszik	cselekedne	dákozna	dákszana
bívupodik	bívupszik	cselekednek	bívupodnak	bívupszanak
pigelödik	pigelszik	cselekedtek	pigelödtek	pigelszettek
lokozik	lokszik	cselekedni	lokozni	lokszani
tünjütütegödik	tünjütütegdik	cselekedtek	tünjütütegödtek	tünjütütegdettek
fusaszolik	fusaszlik	cselekedni	fusaszolni	fusaszlani
kónyíruzik	kónyírzik	cselekedni	kónyíruzni	kónyírzeni
bovupudik	bovupszik	cselekedne	bovupudna	bovupszana
pigugaszik	pigugszik	cselekedtek	pigugasztok	pigugszotok
sigedik	sigszik	cselekedne	sigedne	sigszene
litorúvúdalik	litorúvúdlik	cselekedni	litorúvúdalni	litorúvúdlani
firogarik	firogrik	cselekedne	firogarna	firograna
lűkizik	lűkszik	cselekedne	lűkizne	lűkszene
fűpözölik	fűpözlik	cselekedne	fűpözölne	fűpözlene
tenírizsölik	tenírizslik	cselekedtek	tenírizsöltek	tenírizslettek
kegizik	kegzik	cselekednek	kegiznek	kegzenek
fűgzegödik	fűgzegszik	cselekedne	fűgzegödne	fűgzegszene
dáfakozik	dáfakzik	cselekedtek	dáfakoztok	dáfakzotok
bigalik	biglik	cselekedni	bigalni	bigleni
lúsulik	lúslik	cselekednek	lúsulnak	lúslanak
pűnyözik	pűnyzik	cselekedtek	pűnyöztek	pűnyzettek
kókarodik	kókardik	cselekedtek	kókarodtok	kókardotok
vapísodik	vapíslik	cselekedtek	vapísodtek	vapíslettek
beszípedik	beszípszik	cselekednek	beszípednek	beszípszenek
tédölürilik	tédölürlik	cselekedne	tédölürilne	tédölürlene
rűzüsölik	rűzüslik	cselekedtek	rűzüsöltek	rűzüslettek
mupikodik	mupikdik	cselekedtek	mupodiktek	mupdikettek
püvügidik	püvügszik	cselekedtek	püvügidtek	püvügszettek
kavigoszik	kavigszik	cselekedtek	kavigosztek	kavigszettek
fépidik	fépdik	cselekedne	fépidne	fépdene
kőpülödik	kőpülszik	cselekednek	kőpülödnek	kőpülszenek
fűgzegödik	fűgzegszik	cselekednek	fűgzegödnek	fűgzegszenek
sakoguszik	sakogszik	cselekednek	sakogusznak	sakogszanak
vözsödilik	vözsödlik	cselekedne	vözsödilne	vözsödlene
dóbozik	dóbzik	cselekedni	dóbozni	dóbzani
biveködik	bivekdik	cselekednek	biveködnek	bivekdenek
sázuramalik	sázuramlik	cselekedtek	sázuramaltok	sázuramlotok
münyözik	münyzik	cselekedni	münyözni	münyzeni
rűkezik	rűkszik	cselekedni	rűkezni	rűkszeni
dűplünizik	dűplünzik	cselekedni	dűplünizni	dűplünzeni
szingödeszölik	szingödeszlik	cselekedtek	szingödeszöltek	szingödeszlettek
mojozik	mojzik	cselekedtek	mojoztok	mojzotok
filenölik	filenlik	cselekedni	filenölni	filenleni
mósudik	móslik	cselekedne	mósudna	móslana
túkodik	túkszik	cselekedni	túkodni	túkszani
kázolik	kázlik	cselekedne	kázolna	kázlana
fádakuzik	fádakszik	cselekedtek	fádakuztok	fádakszotok
kőpülödik	kőpülszik	cselekedni	kőpülödni	kőpülszeni
mörigükölik	mörigüklik	cselekedtek	mörigüköltek	mörigüklettek
vúzusztúnalik	vúzusztúnlik	cselekednek	vúzusztúnalnak	vúzusztúnlanak
lumozik	lumzik	cselekedni	lumozni	lumzani
kigodik	kigdik	cselekedni	kigodni	kigdeni
bíkörövigidik	bíkörövigdik	cselekedtek	bíkörövigidtek	bíkörövigdettek
vőtímözik	vőtímzik	cselekedne	vőtímözne	vőtímzene
vurokodik	vurokszik	cselekedtek	vurokodtak	vurokszottak
frapodik	frapszik	cselekedtek	frapodtok	frapszotok
böbedölik	böbedlik	cselekedtek	böbedöltek	böbedlettek
sziszkesidik	sziszkeslik	cselekedni	sziszkesidni	sziszkesleni
rösölik	röslik	cselekedtek	rösöltek	röslettek
kirízézémelik	kirízézémlik	cselekedtek	kirízézémeltek	kirízézémlettek
talojulik	talojlik	cselekedne	talojulna	talojlana
sélebözik	sélebzik	cselekedne	sélebözne	sélebzene
vűsödik	vűslik	cselekedtek	vűsödtek	vűslettek
lögödik	lögszik	cselekedtek	lögödtek	lögszettek
ponyalik	ponylik	cselekedne	ponyalna	ponylana
bublulodik	bublulszik	cselekednek	bublulodnak	bublulszanak
túgogodik	túgogszik	cselekedtek	túgogodtak	túgogszottak
kómozágodik	kómozágszik	cselekedtek	kómozágodtak	kómozágszottak
nebögedik	nebögdik	cselekednek	nebögednek	nebögdenek
tósolik	tóslik	cselekedtek	tósoltak	tóslottak
sodíkulik	sodíklik	cselekedtek	sodíkultek	sodíklettek
szalodik	szalszik	cselekedtek	szalodtak	szalszottak
baspoltulodik	baspoltulszik	cselekedni	baspoltulodni	baspoltulszani
rősirilik	rősirlik	cselekedtek	rősiriltek	rősirlettek
pútulik	pútlik	cselekedtek	pútultak	pútlottak
brígörik	brígrik	cselekedni	brígörni	brígreni
sízinozik	sízinzik	cselekedtek	sízinoztek	sízinzettek
firogarik	firogrik	cselekedtek	firogartak	firogrottak
kegíkezik	kegíkzik	cselekedtek	kegíkeztek	kegíkzettek
főtenölik	főtenlik	cselekedni	főtenölni	főtenleni
dőgedik	dőgszik	cselekedtek	dőgedtek	dőgszettek
fépidik	fépdik	cselekedtek	fépidtek	fépdettek
szaszugorik	szaszugrik	cselekedtek	szaszugortak	szaszugrottak
natijozik	natijzik	cselekedtek	natijoztek	natijzettek
línyömizik	línyömzik	cselekedtek	línyömiztek	línyömzettek
kevütéledik	kevütélszik	cselekedtek	kevütéledtek	kevütélszettek
sedisizsölik	sedisizslik	cselekedni	sedisizsölni	sedisizsleni
püvügidik	püvügszik	cselekedne	püvügidne	püvügszene
fákíkudik	fákíkdik	cselekednek	fákíkudnek	fákíkdenek
taszulánozik	taszulánzik	cselekedni	taszulánozni	taszulánzani
púgalik	púglik	cselekedni	púgalni	púglani
vagodik	vagdik	cselekedni	vagodni	vagdani
szijulik	szijlik	cselekedne	szijulne	szijlene
fubagulik	fubaglik	cselekedtek	fubagultok	fubaglotok
dákozik	dákszik	cselekednek	dákoznak	dákszanak
nasijozik	nasijzik	cselekednek	nasijoznek	nasijzenek
szásudik	száslik	cselekedni	szásudni	száslani
venjünyelik	venjünylik	cselekedne	venjünyelne	venjünylene
finvökedik	finvökdik	cselekedtek	finvökedtek	finvökdettek
turísalik	turíslik	cselekedtek	turísaltek	turíslettek
lokozik	lokszik	cselekednek	lokoznak	lokszanak
gunyozik	gunyzik	cselekedni	gunyozni	gunyzani
fuvosolik	fuvoslik	cselekedtek	fuvosoltak	fuvoslottak
lávopodik	lávopszik	cselekedtek	lávopodtak	lávopszottak
mójuzik	mójzik	cselekedni	mójuzni	mójzani
bűlírménözik	bűlírménzik	cselekedtek	bűlírménöztek	bűlírménzettek
mizsolik	mizslik	cselekednek	mizsolnek	mizslenek
jazísalik	jazíslik	cselekedni	jazísalni	jazísleni
lígyokodik	lígyokszik	cselekedtek	lígyokodtok	lígyokszotok
kígedik	kígdik	cselekedtek	kígedtek	kígdettek
dibunuzik	dibunzik	cselekedni	dibunuzni	dibunzani
süzölik	süzlik	cselekedni	süzölni	süzleni
szimuzik	szimzik	cselekedtek	szimuztek	szimzettek
röszölik	röszlik	cselekedne	röszölne	röszlene
gíkípödik	gíkípszik	cselekednek	gíkípödnek	gíkípszenek
sigedik	sigszik	cselekednek	sigednek	sigszenek
vírarudik	vírardik	cselekedtek	vírarudtak	vírardottak
sígolik	síglik	cselekedtek	sígoltek	síglettek
kőselőközik	kőselőkzik	cselekednek	kőselőköznek	kőselőkzenek
dujozik	dujzik	cselekedne	dujozna	dujzana
zőmögölik	zőmöglik	cselekedtek	zőmögöltek	zőmöglettek
mímözik	mímzik	cselekedtek	mímöztek	mímzettek
rökölik	röklik	cselekedtek	rököltek	röklettek
musínyozik	musínyzik	cselekedtek	musínyoztek	musínyzettek
dospinyozik	dospinyzik	cselekedtek	dospinyoztek	dospinyzettek
rizalik	rizlik	cselekednek	rizalnek	rizlenek
szűtiködik	szűtikdik	cselekedtek	szűtödiktek	szűtdikettek
mőgöszik	mőgszik	cselekednek	mőgösznek	mőgszenek
pémbölüzörödik	pémbölüzördik	cselekedne	pémbölüzörödne	pémbölüzördene
kűbrítölik	kűbrítlik	cselekedne	kűbrítölne	kűbrítlene
métrüliszik	métrülszik	cselekednek	métrülisznek	métrülszenek
bőzsilik	bőzslik	cselekednek	bőzsilnek	bőzslenek
fősípedik	fősípdik	cselekedni	fősípedni	fősípdeni
símütürmőlödik	símütürmőlszik	cselekedtek	símütürmőlödtek	símütürmőlszettek
lümögidik	lümögdik	cselekedtek	lümögidtek	lümögdettek
físzílűrezik	físzílűrzik	cselekednek	físzílűreznek	físzílűrzenek
kúlpugudik	kúlpugszik	cselekednek	kúlpugudnak	kúlpugszanak
bibírozik	bibírzik	cselekednek	bibíroznek	bibírzenek
sekümezik	sekümzik	cselekednek	sekümeznek	sekümzenek
dákozik	dákszik	cselekedtek	dákoztak	dákszottak
kúrzutkukíkuszik	kúrzutkukíkszik	cselekednek	kúrzutkukíkusznek	kúrzutkukíkszenek
rűzüsölik	rűzüslik	cselekednek	rűzüsölnek	rűzüslenek
jőgökidik	jőgökdik	cselekednek	jőgökidnek	jőgökdenek
púfokalik	púfoklik	cselekednek	púfokalnak	púfoklanak
bűgödik	bűgszik	cselekedne	bűgödne	bűgszene
kagodik	kagdik	cselekednek	kagodnak	kagdanak
kijürelik	kijürlik	cselekedtek	kijüreltek	kijürlettek
súvarbóbukozik	súvarbóbukzik	cselekedtek	súvarbóbukoztak	súvarbóbukzottak
filszízalik	filszízlik	cselekedni	filszízalni	filszízleni
zőslögirik	zőslögrik	cselekedne	zőslögirne	zőslögrene
kizígürik	kizígrik	cselekedtek	kizígürtek	kizígrettek
vopígodik	vopígszik	cselekedne	vopígodne	vopígszene
fádakuzik	fádakszik	cselekednek	fádakuznak	fádakszanak
lokozik	lokszik	cselekedtek	lokoztok	lokszotok
szuralik	szurlik	cselekedtek	szuraltok	szurlotok
vúrozukozik	vúrozukzik	cselekedtek	vúrozukoztok	vúrozukzotok
lironúdalik	lironúdlik	cselekedni	lironúdalni	lironúdlani
vápudik	vápdik	cselekedtek	vápudtak	vápdottak
büjelik	büjlik	cselekedtek	büjeltek	büjlettek
pafurodik	pafurdik	cselekedne	pafurodna	pafurdana
vogazolik	vogazlik	cselekedtek	vogazoltok	vogazlotok
dűjilik	dűjlik	cselekedtek	dűjiltek	dűjlettek
dusologaszik	dusologszik	cselekedne	dusologaszna	dusologszana
rűlríküszik	rűlríkszik	cselekedtek	rűlríküsztek	rűlríkszettek
titögiröközik	titögirökszik	cselekedne	titögiröközne	titögirökszene
sötízölik	sötízlik	cselekedtek	sötízöltek	sötízlettek
gukalik	guklik	cselekedtek	gukaltok	guklotok
kranugolik	kranuglik	cselekedtek	kranugoltak	kranuglottak
píszumozik	píszumzik	cselekedtek	píszumoztok	píszumzotok
bekidik	bekdik	cselekedtek	bekidtek	bekdettek
prénilik	prénlik	cselekedne	prénilne	prénlene
rídölik	rídlik	cselekedne	rídölne	rídlene
lerökizik	lerökzik	cselekedni	lerökizni	lerökzeni
rösölik	röslik	cselekedni	rösölni	rösleni
vüfekölik	vüfeklik	cselekedni	vüfekölni	vüfekleni
szevimezik	szevimzik	cselekedni	szevimezni	szevimzeni
fófosodik	fófoslik	cselekedni	fófosodni	fófoslani
böstizsölik	böstizslik	cselekedni	böstizsölni	böstizsleni
müszölik	müszlik	cselekedne	müszölne	müszlene
szetöszelik	szetöszlik	cselekedne	szetöszelne	szetöszlene
ponyalik	ponylik	cselekedni	ponyalni	ponylani
röpegelik	röpeglik	cselekedne	röpegelne	röpeglene
vebüpűgeszik	vebüpűgszik	cselekedne	vebüpűgeszne	vebüpűgszene
güsemölik	güsemlik	cselekedtek	güsemöltek	güsemlettek
sűrüridik	sűrürdik	cselekedtek	sűrüridtek	sűrürdettek
tükömezik	tükömzik	cselekedne	tükömezne	tükömzene
pozsalik	pozslik	cselekedni	pozsalni	pozslani
béfegeszik	béfegszik	cselekedne	béfegeszne	béfegszene
mőgöszik	mőgszik	cselekedtek	mőgösztek	mőgszettek
rekösőküszik	rekösőkszik	cselekedtek	rekösőküsztek	rekösőkszettek
kónyíruzik	kónyírzik	cselekedtek	kónyíruztek	kónyírzettek
zikizik	zikszik	cselekedni	zizikni	zszikeni
lűkizik	lűkszik	cselekedni	lűkizni	lűkszeni
vőzíszőgeszik	vőzíszőgszik	cselekednek	vőzíszőgesznek	vőzíszőgszenek
sélebözik	sélebzik	cselekedni	sélebözni	sélebzeni
fűdötenyelik	fűdötenylik	cselekednek	fűdötenyelnek	fűdötenylenek
lüdemőgűpedik	lüdemőgűpdik	cselekedne	lüdemőgűpedne	lüdemőgűpdene
dülüszik	dülszik	cselekednek	dülüsznek	dülszenek
büvíjezik	büvíjzik	cselekedni	büvíjezni	büvíjzeni
füsztötölik	füsztötlik	cselekedtek	füsztötöltek	füsztötlettek
püszilik	püszlik	cselekedtek	püsziltek	püszlettek
kűrtígizik	kűrtígzik	cselekedne	kűrtígizne	kűrtígzene
vúnkarulik	vúnkarlik	cselekedtek	vúnkarultok	vúnkarlotok
rőkijűföjölik	rőkijűföjlik	cselekednek	rőkijűföjölnek	rőkijűföjlenek
píloszik	pílszik	cselekedni	píloszni	pílszeni
tázasódulik	tázasódlik	cselekedtek	tázasódultok	tázasódlotok
szubapodik	szubapszik	cselekednek	szubapodnak	szubapszanak
pigelödik	pigelszik	cselekedne	pigelödne	pigelszene
műkötetelik	műkötetlik	cselekedni	műkötetelni	műkötetleni
rősirilik	rősirlik	cselekedni	rősirilni	rősirleni
reridik	rerdik	cselekedtek	reridtek	rerdettek
güsemölik	güsemlik	cselekedni	güsemölni	güsemleni
lumolik	lumlik	cselekedni	lumolni	lumlani
pósupodik	pósupszik	cselekedtek	pósupodtak	pósupszottak
küjözik	küjzik	cselekedtek	küjöztek	küjzettek
rünilik	rünlik	cselekedtek	rüniltek	rünlettek
rűlödik	rűlszik	cselekednek	rűlödnek	rűlszenek
főnyezik	főnyzik	cselekedtek	főnyeztek	főnyzettek
szuralik	szurlik	cselekedne	szuralna	szurlana
rőpödik	rőpdik	cselekedtek	rőpödtek	rőpdettek
tósolik	tóslik	cselekedtek	tósoltok	tóslotok
szásudik	száslik	cselekedtek	szásudtok	száslotok
tódolik	tódlik	cselekedtek	tódoltak	tódlottak
tázasódulik	tázasódlik	cselekedne	tázasódulna	tázasódlana
dárodik	dárdik	cselekedtek	dárodtak	dárdottak
bázulaszik	bázulszik	cselekednek	bázulasznak	bázulszanak
kűközik	kűkszik	cselekedne	kűközne	kűkszene
vapísodik	vapíslik	cselekednek	vapísodnek	vapíslenek
dülüszik	dülszik	cselekedne	dülüszne	dülszene
bázulaszik	bázulszik	cselekedtek	bázulasztak	bázulszottak
töginezik	töginzik	cselekedtek	tögineztek	töginzettek
mugogudik	mugogdik	cselekedne	mugogudna	mugogdana
vőzíszőgeszik	vőzíszőgszik	cselekedtek	vőzíszőgesztek	vőzíszőgszettek
tinyugodik	tinyugszik	cselekedni	tinyugodni	tinyugszani
kugozik	kugzik	cselekedtek	kugoztak	kugzottak
büröszésedik	büröszéslik	cselekedne	büröszésedne	büröszéslene
kinezik	kinzik	cselekednek	kineznek	kinzenek
fómanyulik	fómanylik	cselekedne	fómanyulna	fómanylana
fukuzik	fukzik	cselekedtek	fukuztak	fukzottak
vóbirudik	vóbirdik	cselekedni	vóbirudni	vóbirdeni
szüszölik	szüszlik	cselekednek	szüszölnek	szüszlenek
kagodik	kagdik	cselekedtek	kagodtok	kagdotok
káskamkoralik	káskamkorlik	cselekedtek	káskamkoraltak	káskamkorlottak
mizsolik	mizslik	cselekedne	mizsolne	mizslene
kőködik	kőkszik	cselekedtek	kőködtek	kőkszettek
báztíszulik	báztíszlik	cselekedtek	báztíszultek	báztíszlettek
mépökiszik	mépökszik	cselekedni	mépökiszni	mépökszeni
zőslögirik	zőslögrik	cselekedni	zőslögirni	zőslögreni
mílgímuzik	mílgímzik	cselekedni	mílgímuzni	mílgímzeni
túkodik	túkszik	cselekedne	túkodna	túkszana
mójuzik	mójzik	cselekedtek	mójuztok	mójzotok
mekvemizik	mekvemzik	cselekednek	mekvemiznek	mekvemzenek
tenigtélíszölik	tenigtélíszlik	cselekednek	tenigtélíszölnek	tenigtélíszlenek
kürzipőpedik	kürzipőpdik	cselekednek	kürzipőpednek	kürzipőpdenek
rirgegirik	rirgegrik	cselekedni	rirgegirni	rirgegreni
kranugolik	kranuglik	cselekedni	kranugolni	kranuglani
lustídulik	lustídlik	cselekedtek	lustídultek	lustídlettek
söjközgűgerik	söjközgűgrik	cselekedtek	söjközgűgertek	söjközgűgrettek
kerögedik	kerögszik	cselekednek	kerögednek	kerögszenek
legörik	legrik	cselekedtek	legörtek	legrettek
tőjíkípűjezik	tőjíkípűjzik	cselekedtek	tőjíkípűjeztek	tőjíkípűjzettek
rökölik	röklik	cselekedni	rökölni	rökleni
kűzinyelik	kűzinylik	cselekedtek	kűzinyeltek	kűzinylettek
kógapudik	kógapszik	cselekednek	kógapudnak	kógapszanak
rídölik	rídlik	cselekednek	rídölnek	rídlenek
legörik	legrik	cselekednek	legörnek	legrenek
toszojalik	toszojlik	cselekedtek	toszojaltak	toszojlottak
plőkezik	plőkzik	cselekedtek	plőkeztek	plőkzettek
szimuzik	szimzik	cselekedtek	szimuztek	szimzettek
vúgodik	vúgdik	cselekednek	vúgodnak	vúgdanak
kúmomágyukaszik	kúmomágyukszik	cselekedne	kúmomágyukaszna	kúmomágyukszana
püködik	pükdik	cselekednek	püködnek	pükdenek
kófomozik	kófomzik	cselekednek	kófomoznak	kófomzanak
bopodik	bopszik	cselekedne	bopodna	bopszana
búnlalodik	búnlalszik	cselekednek	búnlalodnak	búnlalszanak
zőmögölik	zőmöglik	cselekedtek	zőmögöltek	zőmöglettek
flékeköszik	flékekszik	cselekedtek	flékekösztek	flékekszettek
ríkezik	ríkzik	cselekedtek	ríkeztek	ríkzettek
vósalik	vóslik	cselekedtek	vósaltok	vóslotok
bűdöszenösedik	bűdöszenöslik	cselekednek	bűdöszenösednek	bűdöszenöslenek
bigalik	biglik	cselekednek	bigalnek	biglenek
sugidolik	sugidlik	cselekedtek	sugidoltek	sugidlettek
tríkulik	tríklik	cselekedne	tríkulne	tríklene
böböjezik	böböjzik	cselekedne	böböjezne	böböjzene
telünyelik	telünylik	cselekedtek	telünyeltek	telünylettek
víkusolik	víkuslik	cselekedtek	víkusoltok	víkuslotok
kürzipőpedik	kürzipőpdik	cselekedtek	kürzipőpedtek	kürzipőpdettek
manukodik	manukszik	cselekedni	manukodni	manukszani
kűzinyelik	kűzinylik	cselekedni	kűzinyelni	kűzinyleni
rílmonyalik	rílmonylik	cselekednek	rílmonyalnak	rílmonylanak
séliszik	sélszik	cselekednek	sélisznek	sélszenek
pigugaszik	pigugszik	cselekedne	pigugaszna	pigugszana
réfebűzegeszik	réfebűzegszik	cselekedne	réfebűzegeszne	réfebűzegszene
pafurodik	pafurdik	cselekedtek	pafurodtak	pafurdottak
kóvapudik	kóvapszik	cselekedtek	kóvapudtok	kóvapszotok
fudoloszik	fudolszik	cselekedni	fudoloszni	fudolszani
kinezik	kinzik	cselekedtek	kineztek	kinzettek
sűsöszelik	sűsöszlik	cselekednek	sűsöszelnek	sűsöszlenek
szűlverödik	szűlverdik	cselekedtek	szűlverödtek	szűlverdettek
szozsalik	szozslik	cselekednek	szozsalnak	szozslanak
kekizik	kekzik	cselekedni	kekizni	kekzeni
vőzíszőgeszik	vőzíszőgszik	cselekedni	vőzíszőgeszni	vőzíszőgszeni
nidrakudik	nidrakdik	cselekedtek	nidrakudtok	nidrakdotok
tőjíkípűjezik	tőjíkípűjzik	cselekedni	tőjíkípűjezni	tőjíkípűjzeni
lüvejilik	lüvejlik	cselekedni	lüvejilni	lüvejleni
flékeköszik	flékekszik	cselekedtek	flékekösztek	flékekszettek
filszízalik	filszízlik	cselekedtek	filszízaltek	filszízlettek
tijilik	tijlik	cselekedtek	tijiltek	tijlettek
zőlöszik	zőlszik	cselekednek	zőlösznek	zőlszenek
kabojozik	kabojzik	cselekednek	kabojoznak	kabojzanak
búdalik	búdlik	cselekedtek	búdaltak	búdlottak
kőgömölik	kőgömlik	cselekedtek	kőgömöltek	kőgömlettek
ketügiszik	ketügszik	cselekedtek	ketügisztek	ketügszettek
püvügidik	püvügszik	cselekednek	püvügidnek	püvügszenek
tírajtógoszik	tírajtógszik	cselekednek	tírajtógosznak	tírajtógszanak
laralik	larlik	cselekedni	laralni	larlani
kegíkezik	kegíkzik	cselekednek	kegíkeznek	kegíkzenek
meközik	mekzik	cselekedtek	meköztek	mekzettek
szetöszelik	szetöszlik	cselekedtek	szetöszeltek	szetöszlettek
vügiszékögilik	vügiszéköglik	cselekedni	vügiszékögilni	vügiszékögleni
kűgödik	kűgdik	cselekedne	kűgödne	kűgdene
tipödik	tipdik	cselekedtek	tipödtek	tipdettek
ripdürilik	ripdürlik	cselekedtek	ripdüriltek	ripdürlettek
