base	baseline_log_odds	dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority	i
trírzik / trírozik	-0.06453852113757118	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h17.44.350.csv	2023-06-21T09:17:00Z	60ef5b1cf52939a80af77543	NA	NA	NA	8	second posttest trial	11	János imád trírozni, ezért sokat trírzik. Mi ritkán...	trírozunk	trírzunk	0	trírozunk	NA	NA	317	39187	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.06453852113757118	trírzunk	trírozunk	1	ünk	3	34	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	6
tuboklik	0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h11.20.328.csv	2023-06-20T09:11:00Z	5f325435f0fc671a7434cabe	NA	NA	NA	8	second posttest trial	11	Te bizony sokat tuboklasz. Én is sokat...	tuboklok	tuboklom	0	tuboklok	NA	NA	1931	220335	lakok_3_high_reversed	lakok/lakom	33	0.4353180712578455	tuboklok	tuboklom	2	NA	3	24	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	5
vihepszik	-0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_14h51.24.919.csv	2023-06-20T14:51:00Z	60febbf6684ed23d1eec2db6	NA	NA	NA	8	second posttest trial	11	Te bizony sokat vihepszel. Én is sokat...	vihepszem	vihepszek	1	vihepszek	NA	NA	2010	49975	lakok_3_high_reversed	lakok/lakom	33	-0.7472144018302211	vihepszek	vihepszem	2	NA	3	51	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	6
aglik	-0.2076393647782445	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_17h13.50.637.csv	2023-06-20T17:13:00Z	5ef5f78600093427dfd5e120	NA	NA	NA	8	second posttest trial	12	Te bizony sokat aglasz. Én is sokat...	aglok	aglom	0	aglok	NA	NA	4472	116030	lakok_3_high_reversed	lakok/lakom	33	-0.2076393647782445	aglok	aglom	1	NA	3	38	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
bivejlik	0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_13h28.37.951.csv	2023-06-20T13:28:00Z	605896a739d40fa144496f26	NA	NA	NA	8	second posttest trial	12	Te bizony sokat bivejlesz. Én is sokat...	bivejlek	bivejlem	0	bivejlek	NA	NA	1984	98352	lakok_3_high_reversed	lakok/lakom	33	0.7472144018302211	bivejlek	bivejlem	2	NA	3	14	TRUE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
brárlik / brározik	0.14310084364067324	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h04.54.575.csv	2023-06-21T08:04:00Z	6151b07ac0d164fdd7e53100	NA	NA	NA	8	second posttest trial	12	János imád brározni, ezért sokat brárlik. Ők ritkán...	brárlanak	brároznak	0	brárlanak	NA	NA	411	36459	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.14310084364067324	brárlanak	brároznak	1	nek	3	24	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
flézlik / flézezik	-0.4595323293784402	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_13h08.08.328.csv	2023-06-21T13:08:00Z	5e8aefb03d71b0799a8d0f48	NA	NA	NA	8	second posttest trial	12	János imád flézezni, ezért sokat flézlik. Ti ritkán...	flézletek	flézeztek	1	flézeztek	NA	NA	5856	85178	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.4595323293784402	flézletek	flézeztek	1	tek	3	47	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	7
flözlik	0.965080896043587	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h37.10.182.csv	2023-06-20T12:37:00Z	5f632ea32e85353d93872c67	NA	NA	NA	8	second posttest trial	12	Te bizony sokat flözlesz. Én is sokat...	flözlök	flözlöm	1	flözlöm	NA	NA	3302	90425	lakok_3_high_reversed	lakok/lakom	33	0.965080896043587	flözlök	flözlöm	1	NA	3	9	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	7
fluboklik / flubokozik	-0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_12h09.46.148.csv	2023-06-21T12:09:00Z	5d3c6e745602310001bca8aa	NA	NA	NA	8	second posttest trial	12	János imád flubokozni, ezért sokat fluboklik. Ti ritkán...	flubokoztok	fluboklotok	0	flubokoztok	NA	NA	8068	360692	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.5978370007556204	fluboklotok	flubokoztok	2	tek	3	49	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	7
frágapszik	-0.3483066942682157	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h13.53.182.csv	2023-06-20T09:13:00Z	5fd7cd077541e708f2a10aed	NA	NA	NA	8	second posttest trial	12	Te bizony sokat frágapszol. Én is sokat...	frágapszom	frágapszok	1	frágapszok	NA	NA	6420	66446	lakok_3_high_reversed	lakok/lakom	33	-0.3483066942682157	frágapszok	frágapszom	2	NA	3	42	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	7
fréslik / frésezik	0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h31.31.484.csv	2023-06-21T11:31:00Z	566f3979744e3e0005b63481	NA	NA	NA	8	second posttest trial	12	János imád frésezni, ezért sokat fréslik. Mi ritkán...	frésezünk	fréslünk	1	fréslünk	NA	NA	3254	64735	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.5978370007556204	fréslünk	frésezünk	1	ünk	3	7	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	7
galárzik / galározik	-0.49247648509779407	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h17.44.350.csv	2023-06-21T09:17:00Z	60ef5b1cf52939a80af77543	NA	NA	NA	8	second posttest trial	12	János imád galározni, ezért sokat galárzik. Ők ritkán...	galárzanak	galároznak	1	galároznak	NA	NA	319	40007	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.49247648509779407	galárzanak	galároznak	2	nek	3	48	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	7
galárzik / galározik	-0.49247648509779407	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h59.24.738.csv	2023-06-21T11:59:00Z	6044cde18ec25456d2bd9d99	NA	NA	NA	8	second posttest trial	12	János imád galározni, ezért sokat galárzik. Ők ritkán...	galároznak	galárzanak	1	galárzanak	NA	NA	1490	348565	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.49247648509779407	galárzanak	galároznak	2	nek	3	48	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	7
gatáglik / gatágozik	-0.7985076962177716	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h12.42.107.csv	2023-06-21T11:12:00Z	60fddc9ee6bb457b10b9a7ae	NA	NA	NA	8	second posttest trial	12	János imád gatágozni, ezért sokat gatáglik. Mi ritkán...	gatáglunk	gatágozunk	1	gatágozunk	NA	NA	2876	186314	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.7985076962177716	gatáglunk	gatágozunk	2	ünk	3	52	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	5
gyibakszik	-0.587786664902119	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h56.52.861.csv	2023-06-20T08:56:00Z	60bf79a315a10bd3d21b3a96	NA	NA	NA	8	second posttest trial	12	Te bizony sokat gyibakszol. Én is sokat...	gyibakszok	gyibakszom	1	gyibakszom	NA	NA	4337	74947	lakok_3_high_reversed	lakok/lakom	33	-0.587786664902119	gyibakszok	gyibakszom	2	NA	3	46	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	6
hákszik / hákodik	0.06453852113757116	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h05.41.844.csv	2023-06-21T09:05:00Z	61717173748006894b2b54ff	NA	NA	NA	8	second posttest trial	12	János imád hákodni, ezért sokat hákszik. Ők ritkán...	hákodnak	hákszanak	0	hákodnak	NA	NA	4807	127774	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.06453852113757116	hákszanak	hákodnak	1	nek	3	29	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	4
huklik	-0.06899287148695143	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h23.38.663.csv	2023-06-20T09:23:00Z	600e8770316e2671811f49ac	NA	NA	NA	8	second posttest trial	12	Te bizony sokat huklasz. Én is sokat...	huklom	huklok	1	huklok	NA	NA	1052	31051	lakok_3_high_reversed	lakok/lakom	33	-0.06899287148695143	huklok	huklom	1	NA	3	35	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	7
ibáglik	0.6418538861723947	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_11h44.38.546.csv	2023-06-20T11:44:00Z	610032aa2ae56976d71d296d	NA	NA	NA	8	second posttest trial	12	Te bizony sokat ibáglasz. Én is sokat...	ibáglok	ibáglom	0	ibáglok	NA	NA	390	179553	lakok_3_high_reversed	lakok/lakom	33	0.6418538861723947	ibáglok	ibáglom	2	NA	3	18	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
ibáglik	0.6418538861723947	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_14h51.24.919.csv	2023-06-20T14:51:00Z	60febbf6684ed23d1eec2db6	NA	NA	NA	8	second posttest trial	12	Te bizony sokat ibáglasz. Én is sokat...	ibáglom	ibáglok	0	ibáglom	NA	NA	1657	52134	lakok_3_high_reversed	lakok/lakom	33	0.6418538861723947	ibáglok	ibáglom	2	NA	3	18	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	7
klárzik	0	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_15h13.44.238.csv	2023-06-20T15:13:00Z	5e1dff99f0b71e166a571d7f	NA	NA	NA	8	second posttest trial	12	Te bizony sokat klárzol. Én is sokat...	klárzok	klárzom	0	klárzok	NA	NA	1568	73043	lakok_3_high_reversed	lakok/lakom	33	0	klárzok	klárzom	1	NA	3	33	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
mihágzik / mihágozik	-0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h51.47.417.csv	2023-06-21T11:51:00Z	607b14f74a8418d7b787ce33	NA	NA	NA	8	second posttest trial	12	János imád mihágozni, ezért sokat mihágzik. Ti ritkán...	mihágoztok	mihágzotok	0	mihágoztok	NA	NA	2022	65969	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.7419373447293773	mihágzotok	mihágoztok	2	tek	3	51	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	7
míjzik / míjozik	0.1941560144409574	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h42.05.689.csv	2023-06-21T08:42:00Z	6139181353b6c04cb2d95d8d	NA	NA	NA	8	second posttest trial	12	János imád míjozni, ezért sokat míjzik. Mi ritkán...	míjzunk	míjozunk	0	míjzunk	NA	NA	2783	52657	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.1941560144409574	míjzunk	míjozunk	1	ünk	3	23	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
pehégszik / pehégedik	0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h12.22.832.csv	2023-06-21T08:12:00Z	5f338ba6ea047119dbd6e49e	NA	NA	NA	8	second posttest trial	12	János imád pehégedni, ezért sokat pehégszik. Ti ritkán...	pehégszetek	pehégedtek	1	pehégedtek	NA	NA	3888	90633	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.4353180712578455	pehégszetek	pehégedtek	2	tek	3	15	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	7
péleslik	0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h16.02.189.csv	2023-06-20T08:16:00Z	607cabdfb9addc46d23a0f19	NA	NA	NA	8	second posttest trial	12	Te bizony sokat péleslesz. Én is sokat...	péleslem	péleslek	1	péleslek	NA	NA	6036	92612	lakok_3_high_reversed	lakok/lakom	33	0.7419373447293773	péleslek	péleslem	2	NA	3	17	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	6
préleglik	0.6418538861723947	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h31.46.693.csv	2023-06-20T16:31:00Z	60d3acd071e98de7a42743ac	NA	NA	NA	8	second posttest trial	12	Te bizony sokat préleglesz. Én is sokat...	préleglem	préleglek	1	préleglek	NA	NA	2469	100345	lakok_3_high_reversed	lakok/lakom	33	0.6418538861723947	préleglek	préleglem	2	NA	3	19	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	6
prihekszik	-0.1941560144409575	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h41.55.226.csv	2023-06-20T12:41:00Z	5df2235d5a34251266ea645e	NA	NA	NA	8	second posttest trial	12	Te bizony sokat prihekszel. Én is sokat...	prihekszek	prihekszem	1	prihekszem	NA	NA	771	48187	lakok_3_high_reversed	lakok/lakom	33	-0.1941560144409575	prihekszek	prihekszem	2	NA	3	37	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	6
pugoslik	0.965080896043587	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h28.38.451.csv	2023-06-20T10:28:00Z	6140ff9c5750f0081ca8d71f	NA	NA	NA	8	second posttest trial	12	Te bizony sokat pugoslasz. Én is sokat...	pugoslom	pugoslok	1	pugoslok	NA	NA	6496	190947	lakok_3_high_reversed	lakok/lakom	33	0.965080896043587	pugoslok	pugoslom	2	NA	3	10	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	7
spatszik	-0.3483066942682157	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h41.07.671.csv	2023-06-20T12:41:00Z	5eeb31f414742d21c8dc5cd2	NA	NA	NA	8	second posttest trial	12	Te bizony sokat spatszol. Én is sokat...	spatszok	spatszom	1	spatszom	NA	NA	2513	189698	lakok_3_high_reversed	lakok/lakom	33	-0.3483066942682157	spatszok	spatszom	1	NA	3	43	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	1
sprálszik	-0.2876820724517809	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h11.20.328.csv	2023-06-20T09:11:00Z	5f325435f0fc671a7434cabe	NA	NA	NA	8	second posttest trial	12	Te bizony sokat sprálszol. Én is sokat...	sprálszok	sprálszom	0	sprálszok	NA	NA	2566	223406	lakok_3_high_reversed	lakok/lakom	33	-0.2876820724517809	sprálszok	sprálszom	1	NA	3	40	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	6
sprálszik	-0.2876820724517809	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h28.04.251.csv	2023-06-20T16:28:00Z	5ca9f1578d77140001bac8dc	NA	NA	NA	8	second posttest trial	12	Te bizony sokat sprálszol. Én is sokat...	sprálszom	sprálszok	0	sprálszom	NA	NA	3665	61119	lakok_3_high_reversed	lakok/lakom	33	-0.2876820724517809	sprálszok	sprálszom	1	NA	3	40	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	7
spüszlik	0.14310084364067324	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_11h36.07.341.csv	2023-06-20T11:36:00Z	5df97fcd11d8796fd29e85e3	NA	NA	NA	8	second posttest trial	12	Te bizony sokat spüszlesz. Én is sokat...	spüszlöm	spüszlök	1	spüszlök	NA	NA	4036	88589	lakok_3_high_reversed	lakok/lakom	33	0.14310084364067324	spüszlök	spüszlöm	1	NA	3	28	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	7
tágarzik / tágarozik	-0.06899287148695143	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_13h14.12.882.csv	2023-06-21T13:14:00Z	61080f315a313dab03ea1cde	NA	NA	NA	8	second posttest trial	12	János imád tágarozni, ezért sokat tágarzik. Mi ritkán...	tágarzunk	tágarozunk	1	tágarozunk	NA	NA	481	31975	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.06899287148695143	tágarzunk	tágarozunk	2	ünk	3	36	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	7
táklik	-0.2876820724517809	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h48.54.386.csv	2023-06-20T10:48:00Z	608adf0cc8637f7f395352b1	NA	NA	NA	8	second posttest trial	12	Te bizony sokat táklasz. Én is sokat...	táklok	táklom	1	táklom	NA	NA	2430	123441	lakok_3_high_reversed	lakok/lakom	33	-0.2876820724517809	táklok	táklom	1	NA	3	41	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	7
táklik	-0.2876820724517809	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h38.46.274.csv	2023-06-20T16:38:00Z	605bb95e25fb0eb3edfe7c73	NA	NA	NA	8	second posttest trial	12	Te bizony sokat táklasz. Én is sokat...	táklom	táklok	1	táklok	NA	NA	3156	195221	lakok_3_high_reversed	lakok/lakom	33	-0.2876820724517809	táklok	táklom	1	NA	3	41	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	6
trihagzik	-0.6418538861723948	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_13h06.15.947.csv	2023-06-20T13:06:00Z	612058b64e8bd208d39fbe68	NA	NA	NA	8	second posttest trial	12	Te bizony sokat trihagzol. Én is sokat...	trihagzom	trihagzok	0	trihagzom	NA	NA	4331	100777	lakok_3_high_reversed	lakok/lakom	33	-0.6418538861723948	trihagzok	trihagzom	2	NA	3	50	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	7
trírzik / trírozik	-0.06453852113757118	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h01.50.895.csv	2023-06-21T11:01:00Z	6153f8761fb770e105403eaa	NA	NA	NA	8	second posttest trial	12	János imád trírozni, ezért sokat trírzik. Mi ritkán...	trírzunk	trírozunk	0	trírzunk	NA	NA	5402	138594	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.06453852113757118	trírzunk	trírozunk	1	ünk	3	34	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
trírzik / trírozik	-0.06453852113757118	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h37.17.295.csv	2023-06-21T11:37:00Z	5f452661c5a1b50a817ab094	NA	NA	NA	8	second posttest trial	12	János imád trírozni, ezért sokat trírzik. Mi ritkán...	trírozunk	trírzunk	0	trírozunk	NA	NA	5919	58304	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.06453852113757118	trírzunk	trírozunk	1	ünk	3	34	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	7
vihepszik	-0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h05.09.759.csv	2023-06-20T09:05:00Z	6107aa76ee9845023fb0cb80	NA	NA	NA	8	second posttest trial	12	Te bizony sokat vihepszel. Én is sokat...	vihepszek	vihepszem	1	vihepszem	NA	NA	3146	77879	lakok_3_high_reversed	lakok/lakom	33	-0.7472144018302211	vihepszek	vihepszem	2	NA	3	51	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	7
aglik	-0.2076393647782445	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h41.55.226.csv	2023-06-20T12:41:00Z	5df2235d5a34251266ea645e	NA	NA	NA	8	second posttest trial	13	Te bizony sokat aglasz. Én is sokat...	aglok	aglom	0	aglok	NA	NA	670	49361	lakok_3_high_reversed	lakok/lakom	33	-0.2076393647782445	aglok	aglom	1	NA	3	38	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
bejzik / bejezik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-20_21h25.10.912.csv	2023-06-20T21:25:00Z	60ef5b1cf52939a80af77543	Férfi	2003	13	2	esp trial	13	János imád bejezni, ezért sokat bejzik. Mi ritkán...	bejezünk	bejzünk	1	bejzünk	bejezünk	FALSE	6592	371541	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.06899287148695143	bejzünk	bejezünk	1	ünk	1	35	FALSE	FALSE	low	reversed	FALSE	TRUE	FALSE	FALSE	2
bivejlik	0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h37.10.182.csv	2023-06-20T12:37:00Z	5f632ea32e85353d93872c67	NA	NA	NA	8	second posttest trial	13	Te bizony sokat bivejlesz. Én is sokat...	bivejlem	bivejlek	1	bivejlek	NA	NA	4419	95357	lakok_3_high_reversed	lakok/lakom	33	0.7472144018302211	bivejlek	bivejlem	2	NA	3	14	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	8
bivejlik	0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h38.46.274.csv	2023-06-20T16:38:00Z	605bb95e25fb0eb3edfe7c73	NA	NA	NA	8	second posttest trial	13	Te bizony sokat bivejlesz. Én is sokat...	bivejlem	bivejlek	1	bivejlek	NA	NA	3455	199187	lakok_3_high_reversed	lakok/lakom	33	0.7472144018302211	bivejlek	bivejlem	2	NA	3	14	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	7
böjzik	0.14310084364067324	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.19.780.csv	2023-06-19T17:21:00Z	607cabdfb9addc46d23a0f19	férfi	1997	16	2	esp trial	13	Te bizony sokat böjzöl. Én is sokat...	böjzök	böjzöm	0	böjzök	böjzöm	FALSE	6644	164839	lakok_1_low_reversed	lakok/lakom	27	0.14310084364067324	böjzök	böjzöm	1	NA	1	28	FALSE	FALSE	low	reversed	TRUE	TRUE	FALSE	FALSE	2
böjzik	0.14310084364067324	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.25.415.csv	2023-06-19T17:21:00Z	5f325435f0fc671a7434cabe	férfi	1995	12	2	esp trial	13	Te bizony sokat böjzöl. Én is sokat...	böjzöm	böjzök	0	böjzöm	böjzöm	TRUE	2318	121178	lakok_1_low_reversed	lakok/lakom	27	0.14310084364067324	böjzök	böjzöm	1	NA	1	28	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	2
bölszik	0.3483066942682158	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.59.990.csv	2023-06-19T17:21:00Z	5eeb31f414742d21c8dc5cd2	nő	2001	15	2	esp trial	13	Te bizony sokat bölszöl. Én is sokat...	bölszöm	bölszök	0	bölszöm	bölszöm	TRUE	3753	182634	lakok_1_low_reversed	lakok/lakom	27	0.3483066942682158	bölszök	bölszöm	1	NA	1	25	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	1
bötőrzik / bötőrözik	0.3483066942682158	hungarian-esp_esp_participant_SESSION_2023-06-20_21h42.09.839.csv	2023-06-20T21:42:00Z	606b510f116c085254237946	Férfi	2002	14	2	esp trial	13	János imád bötőrözni, ezért sokat bötőrzik. Mi ritkán...	bötőrzünk	bötőrözünk	1	bötőrözünk	bötőrözünk	TRUE	7186	91722	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.3483066942682158	bötőrzünk	bötőrözünk	2	ünk	1	16	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE	2
brilegzik / brilegezik	0.28768207245178085	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h31.31.484.csv	2023-06-21T11:31:00Z	566f3979744e3e0005b63481	NA	NA	NA	8	second posttest trial	13	János imád brilegezni, ezért sokat brilegzik. Mi ritkán...	brilegezünk	brilegzünk	1	brilegzünk	NA	NA	3176	68416	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.28768207245178085	brilegzünk	brilegezünk	2	ünk	3	19	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	8
brivepszik / brivepedik	0.9162907318741552	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h42.05.689.csv	2023-06-21T08:42:00Z	6139181353b6c04cb2d95d8d	NA	NA	NA	8	second posttest trial	13	János imád brivepedni, ezért sokat brivepszik. Mi ritkán...	brivepszünk	brivepedünk	0	brivepszünk	NA	NA	3085	56248	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.9162907318741552	brivepszünk	brivepedünk	2	ünk	3	1	TRUE	FALSE	NA	NA	TRUE	TRUE	NA	NA	8
brűklik / brűközik	0.14310084364067324	hungarian-esp_esp_participant_SESSION_2023-06-20_21h18.29.864.csv	2023-06-20T21:18:00Z	6153f8761fb770e105403eaa	férfi	1994	18	2	esp trial	13	János imád brűközni, ezért sokat brűklik. Ti ritkán...	brűköztök	brűklötök	0	brűköztök	brűköztök	TRUE	10659	310732	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.14310084364067324	brűklötök	brűköztök	1	tek	1	25	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	2
féjzik	0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_14h51.24.919.csv	2023-06-20T14:51:00Z	60febbf6684ed23d1eec2db6	NA	NA	NA	8	second posttest trial	13	Te bizony sokat féjzel. Én is sokat...	féjzek	féjzem	1	féjzem	NA	NA	922	53558	lakok_3_high_reversed	lakok/lakom	33	0.4353180712578455	féjzek	féjzem	1	NA	3	22	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	8
fibamlik	1.9095425048844383	hungarian-esp_esp_participant_SESSION_2023-06-19_17h23.34.697.csv	2023-06-19T17:23:00Z	60bf79a315a10bd3d21b3a96	nő	1998	17	2	esp trial	13	Te bizony sokat fibamlasz. Én is sokat...	fibamlom	fibamlok	0	fibamlom	fibamlom	TRUE	7235	129734	lakok_1_low_reversed	lakok/lakom	27	1.9095425048844383	fibamlok	fibamlom	2	NA	1	2	TRUE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	2
flagárzik	-0.2076393647782445	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.08.75.csv	2023-06-19T17:24:00Z	605896a739d40fa144496f26	férfi	1999	16	2	esp trial	13	Te bizony sokat flagárzol. Én is sokat...	flagárzom	flagárzok	0	flagárzom	flagárzom	TRUE	3935	243202	lakok_1_low_reversed	lakok/lakom	27	-0.2076393647782445	flagárzok	flagárzom	2	NA	1	39	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	2
flérlik	1.5686159179138452	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h16.02.189.csv	2023-06-20T08:16:00Z	607cabdfb9addc46d23a0f19	NA	NA	NA	8	second posttest trial	13	Te bizony sokat flérlesz. Én is sokat...	flérlek	flérlem	0	flérlek	NA	NA	3475	96598	lakok_3_high_reversed	lakok/lakom	33	1.5686159179138452	flérlek	flérlem	1	NA	3	4	TRUE	FALSE	NA	NA	TRUE	TRUE	NA	NA	7
