lemma	xpostag	corpus_size	lemma_freq	v1	v2	vh
mokka	[/N][Nom]	8570080167	15973	o	a	back
polip	[/N][Nom]	8570080167	24221	o	i	mixed
hőfok	[/N][Nom]	8570080167	68226	ő	o	mixed
mangó	[/N][Nom]	8570080167	18451	a	ó	back
zsiráf	[/N][Nom]	8570080167	19783	i	á	mixed
irtás	[/N][Nom]	8570080167	36648	i	á	mixed
alom	[/N][Nom]	8570080167	49293	a	o	back
inas	[/N][Nom]	8570080167	25293	i	a	mixed
tangó	[/N][Nom]	8570080167	17324	a	ó	back
talmud	[/N][Nom]	8570080167	15636	a	u	back
inga	[/N][Nom]	8570080167	17733	i	a	mixed
tartam	[/N][Nom]	8570080167	83194	a	a	back
szemhéj	[/N][Nom]	8570080167	38957	e	é	front
tubus	[/N][Nom]	8570080167	26981	u	u	back
csukás	[/N][Nom]	8570080167	13236	u	á	back
kotta	[/N][Nom]	8570080167	44722	o	a	back
számlap	[/N][Nom]	8570080167	31069	á	a	back
fáma	[/N][Nom]	8570080167	11505	á	a	back
kuti	[/N][Nom]	8570080167	11742	u	i	mixed
élés	[/N][Nom]	8570080167	26701	é	é	front
manna	[/N][Nom]	8570080167	17010	a	a	back
hanga	[/N][Nom]	8570080167	14322	a	a	back
börze	[/N][Nom]	8570080167	30435	ö	e	front
ernyő	[/N][Nom]	8570080167	29914	e	ő	front
ökör	[/N][Nom]	8570080167	28363	ö	ö	front
nyomat	[/N][Nom]	8570080167	53802	o	a	back
kisded	[/N][Nom]	8570080167	21499	i	e	front
pigment	[/N][Nom]	8570080167	28375	i	e	front
tarsoly	[/N][Nom]	8570080167	31414	a	o	back
pisztráng	[/N][Nom]	8570080167	21049	i	á	mixed
platán	[/N][Nom]	8570080167	17668	a	á	back
végpont	[/N][Nom]	8570080167	56697	é	o	mixed
pagony	[/N][Nom]	8570080167	14411	a	o	back
hátvéd	[/N][Nom]	8570080167	23893	á	é	mixed
fluor	[/N][Nom]	8570080167	13687	u	o	back
fazék	[/N][Nom]	8570080167	47132	a	é	mixed
bérház	[/N][Nom]	8570080167	27907	é	á	mixed
duett	[/N][Nom]	8570080167	25938	u	e	mixed
plasztik	[/N][Nom]	8570080167	14152	a	i	mixed
főző	[/N][Nom]	8570080167	17040	ő	ő	front
lapka	[/N][Nom]	8570080167	31652	a	a	back
fusi	[/N][Nom]	8570080167	13172	u	i	mixed
bejgli	[/N][Nom]	8570080167	22495	e	i	front
ravasz	[/N][Nom]	8570080167	57959	a	a	back
tőzsér	[/N][Nom]	8570080167	11745	ő	é	front
testőr	[/N][Nom]	8570080167	33121	e	ő	front
lépték	[/N][Nom]	8570080167	42887	é	é	front
nitrát	[/N][Nom]	8570080167	16923	i	á	mixed
szondi	[/N][Nom]	8570080167	11455	o	i	mixed
mécses	[/N][Nom]	8570080167	39260	é	e	front
csípés	[/N][Nom]	8570080167	30293	í	é	front
mámor	[/N][Nom]	8570080167	28893	á	o	back
szorzó	[/N][Nom]	8570080167	28216	o	ó	back
lagzi	[/N][Nom]	8570080167	24122	a	i	mixed
sperma	[/N][Nom]	8570080167	26942	e	a	mixed
szopás	[/N][Nom]	8570080167	17337	o	á	back
vízpart	[/N][Nom]	8570080167	52559	í	a	mixed
bélés	[/N][Nom]	8570080167	25661	é	é	front
ózon	[/N][Nom]	8570080167	14364	ó	o	back
rendház	[/N][Nom]	8570080167	23639	e	á	mixed
perec	[/N][Nom]	8570080167	17724	e	e	front
vidor	[/N][Nom]	8570080167	12788	i	o	mixed
magnum	[/N][Nom]	8570080167	13549	a	u	back
teknős	[/N][Nom]	8570080167	42657	e	ő	front
róna	[/N][Nom]	8570080167	14202	ó	a	back
kérvény	[/N][Nom]	8570080167	38715	é	é	front
hírnök	[/N][Nom]	8570080167	26875	í	ö	front
holland	[/N][Nom]	8570080167	303768	o	a	back
horda	[/N][Nom]	8570080167	28166	o	a	back
montázs	[/N][Nom]	8570080167	19314	o	á	back
íjász	[/N][Nom]	8570080167	21397	í	á	mixed
pollen	[/N][Nom]	8570080167	29350	o	e	mixed
bilincs	[/N][Nom]	8570080167	40063	i	i	front
cseri	[/N][Nom]	8570080167	12976	e	i	front
müzli	[/N][Nom]	8570080167	24475	ü	i	front
trapéz	[/N][Nom]	8570080167	13414	a	é	mixed
pörgés	[/N][Nom]	8570080167	22130	ö	é	front
párkány	[/N][Nom]	8570080167	31521	á	á	back
jade	[/N][Nom]	8570080167	10622	a	e	mixed
lábnyom	[/N][Nom]	8570080167	44945	á	o	back
zafír	[/N][Nom]	8570080167	12911	a	í	mixed
kopasz	[/N][Nom]	8570080167	60277	o	a	back
ürügy	[/N][Nom]	8570080167	49427	ü	ü	front
nyolcas	[/N][Nom]	8570080167	28542	o	a	back
bitang	[/N][Nom]	8570080167	13437	i	a	mixed
fruktóz	[/N][Nom]	8570080167	15478	u	ó	back
blokád	[/N][Nom]	8570080167	18767	o	á	back
gége	[/N][Nom]	8570080167	15983	é	e	front
gátlás	[/N][Nom]	8570080167	51214	á	á	back
banka	[/N][Nom]	8570080167	11581	a	a	back
grafit	[/N][Nom]	8570080167	13718	a	i	mixed
gyarmat	[/N][Nom]	8570080167	34687	a	a	back
szurdok	[/N][Nom]	8570080167	23668	u	o	back
huncut	[/N][Nom]	8570080167	19878	u	u	back
sió	[/N][Nom]	8570080167	12489	i	ó	mixed
bivaly	[/N][Nom]	8570080167	17258	i	a	mixed
pofa	[/N][Nom]	8570080167	83563	o	a	back
bolha	[/N][Nom]	8570080167	25841	o	a	back
refrén	[/N][Nom]	8570080167	28168	e	é	front
vice	[/N][Nom]	8570080167	10703	i	e	front
dagály	[/N][Nom]	8570080167	14029	a	á	back
osztag	[/N][Nom]	8570080167	26781	o	a	back
páholy	[/N][Nom]	8570080167	28472	á	o	back
vastag	[/N][Nom]	8570080167	443134	a	a	back
csömör	[/N][Nom]	8570080167	17314	ö	ö	front
sikló	[/N][Nom]	8570080167	18532	i	ó	mixed
szatyor	[/N][Nom]	8570080167	33895	a	o	back
vízkő	[/N][Nom]	8570080167	14862	í	ő	front
álarc	[/N][Nom]	8570080167	37322	á	a	back
süllő	[/N][Nom]	8570080167	19700	ü	ő	front
nyíri	[/N][Nom]	8570080167	15402	í	i	front
tézis	[/N][Nom]	8570080167	66424	é	i	front
bábu	[/N][Nom]	8570080167	37748	á	u	back
kengyel	[/N][Nom]	8570080167	15675	e	e	front
konzul	[/N][Nom]	8570080167	19567	o	u	back
pitypang	[/N][Nom]	8570080167	13164	i	a	mixed
rubel	[/N][Nom]	8570080167	19855	u	e	mixed
alkony	[/N][Nom]	8570080167	27040	a	o	back
raklap	[/N][Nom]	8570080167	27689	a	a	back
tari	[/N][Nom]	8570080167	12869	a	i	mixed
csabdi	[/N][Nom]	8570080167	12103	a	i	mixed
kupé	[/N][Nom]	8570080167	18636	u	é	mixed
szegfű	[/N][Nom]	8570080167	14031	e	ű	front
lokál	[/N][Nom]	8570080167	17065	o	á	back
nyakörv	[/N][Nom]	8570080167	23440	a	ö	mixed
ínyenc	[/N][Nom]	8570080167	28788	í	e	front
perem	[/N][Nom]	8570080167	104746	e	e	front
kóbor	[/N][Nom]	8570080167	42755	ó	o	back
sáfrány	[/N][Nom]	8570080167	15774	á	á	back
morzsa	[/N][Nom]	8570080167	42818	o	a	back
fölény	[/N][Nom]	8570080167	75707	ö	é	front
mumus	[/N][Nom]	8570080167	20454	u	u	back
púder	[/N][Nom]	8570080167	19636	ú	e	mixed
tejút	[/N][Nom]	8570080167	15606	e	ú	mixed
furgon	[/N][Nom]	8570080167	23493	u	o	back
fogság	[/N][Nom]	8570080167	105610	o	á	back
metszet	[/N][Nom]	8570080167	42812	e	e	front
ketrec	[/N][Nom]	8570080167	49778	e	e	front
hízás	[/N][Nom]	8570080167	21922	í	á	mixed
káplán	[/N][Nom]	8570080167	17143	á	á	back
szelén	[/N][Nom]	8570080167	17288	e	é	front
szendi	[/N][Nom]	8570080167	10432	e	i	front
lenti	[/N][Nom]	8570080167	88539	e	i	front
jelvény	[/N][Nom]	8570080167	44356	e	é	front
eposz	[/N][Nom]	8570080167	25108	e	o	mixed
rizling	[/N][Nom]	8570080167	14837	i	i	front
fegyház	[/N][Nom]	8570080167	23212	e	á	mixed
derbi	[/N][Nom]	8570080167	28019	e	i	front
kvantum	[/N][Nom]	8570080167	11917	a	u	back
mucsi	[/N][Nom]	8570080167	12133	u	i	mixed
állag	[/N][Nom]	8570080167	120261	á	a	back
juhar	[/N][Nom]	8570080167	13103	u	a	back
bicska	[/N][Nom]	8570080167	26406	i	a	mixed
randi	[/N][Nom]	8570080167	68528	a	i	mixed
arzén	[/N][Nom]	8570080167	14384	a	é	mixed
cédrus	[/N][Nom]	8570080167	14836	é	u	mixed
népség	[/N][Nom]	8570080167	13832	é	é	front
babér	[/N][Nom]	8570080167	32310	a	é	mixed
teflon	[/N][Nom]	8570080167	11686	e	o	mixed
pázsit	[/N][Nom]	8570080167	20143	á	i	mixed
forgó	[/N][Nom]	8570080167	165361	o	ó	back
zenit	[/N][Nom]	8570080167	15272	e	i	front
tölcsér	[/N][Nom]	8570080167	22613	ö	é	front
korpa	[/N][Nom]	8570080167	17061	o	a	back
sövény	[/N][Nom]	8570080167	26955	ö	é	front
szúrás	[/N][Nom]	8570080167	21471	ú	á	back
célzás	[/N][Nom]	8570080167	28430	é	á	mixed
paszta	[/N][Nom]	8570080167	22446	a	a	back
keszeg	[/N][Nom]	8570080167	16863	e	e	front
hóhér	[/N][Nom]	8570080167	21404	ó	é	mixed
kehely	[/N][Nom]	8570080167	32164	e	e	front
orrspray	[/N][Nom]	8570080167	11700	o	a	back
jámbor	[/N][Nom]	8570080167	41354	á	o	back
folyás	[/N][Nom]	8570080167	44813	o	á	back
hurka	[/N][Nom]	8570080167	20487	u	a	back
kondi	[/N][Nom]	8570080167	23254	o	i	mixed
korall	[/N][Nom]	8570080167	20586	o	a	back
mater	[/N][Nom]	8570080167	16610	a	e	mixed
külügy	[/N][Nom]	8570080167	15746	ü	ü	front
makró	[/N][Nom]	8570080167	21564	a	ó	back
jegyzés	[/N][Nom]	8570080167	35432	e	é	front
hetes	[/N][Nom]	8570080167	221208	e	e	front
pótágy	[/N][Nom]	8570080167	25197	ó	á	back
főnév	[/N][Nom]	8570080167	22902	ő	é	front
prizma	[/N][Nom]	8570080167	17417	i	a	mixed
defekt	[/N][Nom]	8570080167	25543	e	e	front
hangos	[/N][Nom]	8570080167	347453	a	o	back
kőris	[/N][Nom]	8570080167	12263	ő	i	front
vagon	[/N][Nom]	8570080167	32454	a	o	back
csurgó	[/N][Nom]	8570080167	16072	u	ó	back
gengszter	[/N][Nom]	8570080167	20118	e	e	front
korzó	[/N][Nom]	8570080167	16711	o	ó	back
szandál	[/N][Nom]	8570080167	28605	a	á	back
lábszár	[/N][Nom]	8570080167	27827	á	á	back
presszó	[/N][Nom]	8570080167	20602	e	ó	mixed
gránát	[/N][Nom]	8570080167	25648	á	á	back
rámpa	[/N][Nom]	8570080167	23172	á	a	back
nyitány	[/N][Nom]	8570080167	41073	i	á	mixed
státus	[/N][Nom]	8570080167	42601	á	u	back
troli	[/N][Nom]	8570080167	19772	o	i	mixed
párlat	[/N][Nom]	8570080167	22450	á	a	back
zöldbab	[/N][Nom]	8570080167	18052	ö	a	mixed
turnus	[/N][Nom]	8570080167	29773	u	u	back
bagi	[/N][Nom]	8570080167	16962	a	i	mixed
sírhely	[/N][Nom]	8570080167	29147	í	e	front
busa	[/N][Nom]	8570080167	12752	u	a	back
vágta	[/N][Nom]	8570080167	21103	á	a	back
csipesz	[/N][Nom]	8570080167	24337	i	e	front
névmás	[/N][Nom]	8570080167	19741	é	á	mixed
múzsa	[/N][Nom]	8570080167	29905	ú	a	back
vécé	[/N][Nom]	8570080167	39396	é	é	front
gyapjú	[/N][Nom]	8570080167	44852	a	ú	back
cirill	[/N][Nom]	8570080167	13286	i	i	front
fogíny	[/N][Nom]	8570080167	15999	o	í	mixed
sebzés	[/N][Nom]	8570080167	28315	e	é	front
lövész	[/N][Nom]	8570080167	14827	ö	é	front
pehely	[/N][Nom]	8570080167	23854	e	e	front
költés	[/N][Nom]	8570080167	34857	ö	é	front
éra	[/N][Nom]	8570080167	22651	é	a	mixed
homár	[/N][Nom]	8570080167	14616	o	á	back
imázs	[/N][Nom]	8570080167	33542	i	á	mixed
bimbó	[/N][Nom]	8570080167	25489	i	ó	mixed
foto	[/N][Nom]	8570080167	11386	o	o	back
váza	[/N][Nom]	8570080167	30757	á	a	back
köldök	[/N][Nom]	8570080167	22703	ö	ö	front
gégész	[/N][Nom]	8570080167	12675	é	é	front
vesztes	[/N][Nom]	8570080167	102417	e	e	front
szivar	[/N][Nom]	8570080167	23609	i	a	mixed
kanca	[/N][Nom]	8570080167	20469	a	a	back
kaktusz	[/N][Nom]	8570080167	22399	a	u	back
tojó	[/N][Nom]	8570080167	22698	o	ó	back
jóslás	[/N][Nom]	8570080167	20572	ó	á	back
csillár	[/N][Nom]	8570080167	26909	i	á	mixed
sógor	[/N][Nom]	8570080167	41747	ó	o	back
tököl	[/N][Nom]	8570080167	20031	ö	ö	front
hézag	[/N][Nom]	8570080167	31239	é	a	mixed
részvét	[/N][Nom]	8570080167	46791	é	é	front
magnó	[/N][Nom]	8570080167	25771	a	ó	back
verés	[/N][Nom]	8570080167	29943	e	é	front
láva	[/N][Nom]	8570080167	14087	á	a	back
zsivány	[/N][Nom]	8570080167	13996	i	á	mixed
örvény	[/N][Nom]	8570080167	27484	ö	é	front
jóllét	[/N][Nom]	8570080167	24237	ó	é	mixed
fáklya	[/N][Nom]	8570080167	28983	á	a	back
konstans	[/N][Nom]	8570080167	29624	o	a	back
alkot	[/N][Nom]	8570080167	1036247	a	o	back
káva	[/N][Nom]	8570080167	18248	á	a	back
aszú	[/N][Nom]	8570080167	28984	a	ú	back
falka	[/N][Nom]	8570080167	22200	a	a	back
köves	[/N][Nom]	8570080167	45373	ö	e	front
maca	[/N][Nom]	8570080167	11661	a	a	back
berni	[/N][Nom]	8570080167	26236	e	i	front
talány	[/N][Nom]	8570080167	15887	a	á	back
pajor	[/N][Nom]	8570080167	10461	a	o	back
alváz	[/N][Nom]	8570080167	22974	a	á	back
centrál	[/N][Nom]	8570080167	13303	e	á	mixed
alpont	[/N][Nom]	8570080167	68774	a	o	back
iga	[/N][Nom]	8570080167	27348	i	a	mixed
csíra	[/N][Nom]	8570080167	48328	í	a	mixed
félhold	[/N][Nom]	8570080167	11709	é	o	mixed
kelvin	[/N][Nom]	8570080167	9988	e	i	front
kenet	[/N][Nom]	8570080167	21267	e	e	front
kapa	[/N][Nom]	8570080167	21209	a	a	back
vári	[/N][Nom]	8570080167	18146	á	i	mixed
csülök	[/N][Nom]	8570080167	19674	ü	ö	front
balkon	[/N][Nom]	8570080167	20786	a	o	back
kivi	[/N][Nom]	8570080167	13427	i	i	front
vizit	[/N][Nom]	8570080167	19894	i	i	front
szatén	[/N][Nom]	8570080167	10585	a	é	mixed
süket	[/N][Nom]	8570080167	33771	ü	e	front
kovász	[/N][Nom]	8570080167	24242	o	á	back
furat	[/N][Nom]	8570080167	33357	u	a	back
genom	[/N][Nom]	8570080167	22106	e	o	mixed
csermely	[/N][Nom]	8570080167	10302	e	e	front
fűzfa	[/N][Nom]	8570080167	15463	ű	a	mixed
rejtvény	[/N][Nom]	8570080167	31004	e	é	front
kandúr	[/N][Nom]	8570080167	14089	a	ú	back
berek	[/N][Nom]	8570080167	48515	e	e	front
tranzit	[/N][Nom]	8570080167	20839	a	i	mixed
pompa	[/N][Nom]	8570080167	46406	o	a	back
lanka	[/N][Nom]	8570080167	31563	a	a	back
kancsó	[/N][Nom]	8570080167	20505	a	ó	back
kunyhó	[/N][Nom]	8570080167	37470	u	ó	back
fantom	[/N][Nom]	8570080167	16853	a	o	back
tisztás	[/N][Nom]	8570080167	36187	i	á	mixed
cipzár	[/N][Nom]	8570080167	24889	i	á	mixed
vidra	[/N][Nom]	8570080167	12197	i	a	mixed
csontos	[/N][Nom]	8570080167	31554	o	o	back
kalász	[/N][Nom]	8570080167	16546	a	á	back
fúró	[/N][Nom]	8570080167	20055	ú	ó	back
bomlás	[/N][Nom]	8570080167	25627	o	á	back
bába	[/N][Nom]	8570080167	21008	á	a	back
cseléd	[/N][Nom]	8570080167	30485	e	é	front
bankjegy	[/N][Nom]	8570080167	40966	a	e	mixed
füzér	[/N][Nom]	8570080167	19272	ü	é	front
vályog	[/N][Nom]	8570080167	14488	á	o	back
hasáb	[/N][Nom]	8570080167	72425	a	á	back
árus	[/N][Nom]	8570080167	52267	á	u	back
idill	[/N][Nom]	8570080167	18810	i	i	front
cumi	[/N][Nom]	8570080167	21805	u	i	mixed
motel	[/N][Nom]	8570080167	13960	o	e	mixed
dogma	[/N][Nom]	8570080167	34791	o	a	back
büki	[/N][Nom]	8570080167	15220	ü	i	front
bunker	[/N][Nom]	8570080167	25691	u	e	mixed
kiságy	[/N][Nom]	8570080167	27225	i	á	mixed
esküdt	[/N][Nom]	8570080167	13363	e	ü	front
dzseki	[/N][Nom]	8570080167	22168	e	i	front
románc	[/N][Nom]	8570080167	21721	o	á	back
jácint	[/N][Nom]	8570080167	11720	á	i	mixed
stopper	[/N][Nom]	8570080167	12525	o	e	mixed
ribanc	[/N][Nom]	8570080167	13508	i	a	mixed
patent	[/N][Nom]	8570080167	16682	a	e	mixed
ostor	[/N][Nom]	8570080167	25596	o	o	back
mindszent	[/N][Nom]	8570080167	12843	i	e	front
gyónás	[/N][Nom]	8570080167	16616	ó	á	back
páter	[/N][Nom]	8570080167	9880	á	e	mixed
basa	[/N][Nom]	8570080167	11525	a	a	back
évkönyv	[/N][Nom]	8570080167	28615	é	ö	front
bokszer	[/N][Nom]	8570080167	15005	o	e	mixed
konvent	[/N][Nom]	8570080167	11736	o	e	mixed
gáti	[/N][Nom]	8570080167	9581	á	i	mixed
pocak	[/N][Nom]	8570080167	45891	o	a	back
letét	[/N][Nom]	8570080167	53506	e	é	front
vakond	[/N][Nom]	8570080167	12535	a	o	back
kurír	[/N][Nom]	8570080167	9428	u	í	mixed
vőfély	[/N][Nom]	8570080167	14246	ő	é	front
nyárfa	[/N][Nom]	8570080167	15372	á	a	back
gleccser	[/N][Nom]	8570080167	27640	e	e	front
bébi	[/N][Nom]	8570080167	29409	é	i	front
tonhal	[/N][Nom]	8570080167	13967	o	a	back
újkor	[/N][Nom]	8570080167	20253	ú	o	back
schilling	[/N][Nom]	8570080167	10110	i	i	front
kakukk	[/N][Nom]	8570080167	9565	a	u	back
dopping	[/N][Nom]	8570080167	10917	o	i	mixed
tönköly	[/N][Nom]	8570080167	9733	ö	ö	front
ispán	[/N][Nom]	8570080167	14228	i	á	mixed
ponton	[/N][Nom]	8570080167	11917	o	o	back
psziché	[/N][Nom]	8570080167	18711	i	é	front
fennsík	[/N][Nom]	8570080167	25803	e	í	front
coca	[/N][Nom]	8570080167	8388	o	a	back
rágás	[/N][Nom]	8570080167	16234	á	á	back
sáfár	[/N][Nom]	8570080167	12270	á	á	back
mamut	[/N][Nom]	8570080167	13590	a	u	back
peron	[/N][Nom]	8570080167	28565	e	o	mixed
bagó	[/N][Nom]	8570080167	13533	a	ó	back
tömés	[/N][Nom]	8570080167	20966	ö	é	front
guba	[/N][Nom]	8570080167	12074	u	a	back
kaptár	[/N][Nom]	8570080167	22064	a	á	back
menza	[/N][Nom]	8570080167	23623	e	a	mixed
köteg	[/N][Nom]	8570080167	18516	ö	e	front
aha	[/N][Nom]	8570080167	43944	a	a	back
köznép	[/N][Nom]	8570080167	10779	ö	é	front
fácán	[/N][Nom]	8570080167	14354	á	á	back
marsall	[/N][Nom]	8570080167	12638	a	a	back
foltos	[/N][Nom]	8570080167	35005	o	o	back
virtus	[/N][Nom]	8570080167	12711	i	u	mixed
köntös	[/N][Nom]	8570080167	63739	ö	ö	front
versszak	[/N][Nom]	8570080167	22003	e	a	mixed
gyufa	[/N][Nom]	8570080167	21707	u	a	back
vasmű	[/N][Nom]	8570080167	10161	a	ű	mixed
teke	[/N][Nom]	8570080167	9087	e	e	front
préda	[/N][Nom]	8570080167	23590	é	a	mixed
sima	[/N][Nom]	8570080167	892176	i	a	mixed
fuga	[/N][Nom]	8570080167	16546	u	a	back
nárcisz	[/N][Nom]	8570080167	13556	á	i	mixed
inert	[/N][Nom]	8570080167	7934	i	e	front
tónus	[/N][Nom]	8570080167	48827	ó	u	back
bari	[/N][Nom]	8570080167	12782	a	i	mixed
léggömb	[/N][Nom]	8570080167	18229	é	ö	front
fater	[/N][Nom]	8570080167	15751	a	e	mixed
szemölcs	[/N][Nom]	8570080167	22083	e	ö	front
öntet	[/N][Nom]	8570080167	33636	ö	e	front
kuckó	[/N][Nom]	8570080167	21052	u	ó	back
lökés	[/N][Nom]	8570080167	52916	ö	é	front
rege	[/N][Nom]	8570080167	18299	e	e	front
szántás	[/N][Nom]	8570080167	15835	á	á	back
selejt	[/N][Nom]	8570080167	16435	e	e	front
szaglás	[/N][Nom]	8570080167	18486	a	á	back
hályog	[/N][Nom]	8570080167	10109	á	o	back
álca	[/N][Nom]	8570080167	17635	á	a	back
tandem	[/N][Nom]	8570080167	10068	a	e	mixed
atka	[/N][Nom]	8570080167	20684	a	a	back
visszér	[/N][Nom]	8570080167	18515	i	é	front
lárva	[/N][Nom]	8570080167	38414	á	a	back
címzés	[/N][Nom]	8570080167	14873	í	é	front
porszem	[/N][Nom]	8570080167	15584	o	e	mixed
deli	[/N][Nom]	8570080167	16469	e	i	front
boci	[/N][Nom]	8570080167	11487	o	i	mixed
márki	[/N][Nom]	8570080167	13830	á	i	mixed
rotor	[/N][Nom]	8570080167	14417	o	o	back
arckrém	[/N][Nom]	8570080167	19096	a	é	mixed
salak	[/N][Nom]	8570080167	17206	a	a	back
kóma	[/N][Nom]	8570080167	28711	ó	a	back
lőtér	[/N][Nom]	8570080167	20077	ő	é	front
undor	[/N][Nom]	8570080167	22120	u	o	back
szószék	[/N][Nom]	8570080167	20410	ó	é	mixed
képmás	[/N][Nom]	8570080167	45778	é	á	mixed
fuvar	[/N][Nom]	8570080167	24014	u	a	back
filmsztár	[/N][Nom]	8570080167	14791	i	á	mixed
erről	[/N][Nom]	8570080167	28938	e	ő	front
csipkés	[/N][Nom]	8570080167	16269	i	é	front
cselló	[/N][Nom]	8570080167	13523	e	ó	mixed
garat	[/N][Nom]	8570080167	16236	a	a	back
pipacs	[/N][Nom]	8570080167	11730	i	a	mixed
burján	[/N][Nom]	8570080167	7799	u	á	back
fedés	[/N][Nom]	8570080167	31936	e	é	front
fagyás	[/N][Nom]	8570080167	13759	a	á	back
zenél	[/N][Nom]	8570080167	95694	e	é	front
üröm	[/N][Nom]	8570080167	13197	ü	ö	front
hártya	[/N][Nom]	8570080167	17438	á	a	back
drukker	[/N][Nom]	8570080167	34067	u	e	mixed
garda	[/N][Nom]	8570080167	8805	a	a	back
küldött	[/N][Nom]	8570080167	239993	ü	ö	front
rontás	[/N][Nom]	8570080167	17775	o	á	back
dömping	[/N][Nom]	8570080167	14105	ö	i	front
szorzás	[/N][Nom]	8570080167	13424	o	á	back
szólam	[/N][Nom]	8570080167	40431	ó	a	back
ábránd	[/N][Nom]	8570080167	20727	á	á	back
gallér	[/N][Nom]	8570080167	22860	a	é	mixed
őrzés	[/N][Nom]	8570080167	66211	ő	é	front
pulcsi	[/N][Nom]	8570080167	25578	u	i	mixed
félkör	[/N][Nom]	8570080167	14262	é	ö	front
csikló	[/N][Nom]	8570080167	25114	i	ó	mixed
éter	[/N][Nom]	8570080167	23742	é	e	front
bazalt	[/N][Nom]	8570080167	10792	a	a	back
vérrög	[/N][Nom]	8570080167	16842	é	ö	front
sumer	[/N][Nom]	8570080167	9716	u	e	mixed
magma	[/N][Nom]	8570080167	9776	a	a	back
bölcső	[/N][Nom]	8570080167	48691	ö	ő	front
idol	[/N][Nom]	8570080167	13246	i	o	mixed
kennel	[/N][Nom]	8570080167	17309	e	e	front
épség	[/N][Nom]	8570080167	129116	é	é	front
nyírfa	[/N][Nom]	8570080167	11882	í	a	mixed
ménes	[/N][Nom]	8570080167	22581	é	e	front
hangszín	[/N][Nom]	8570080167	30788	a	í	mixed
hoki	[/N][Nom]	8570080167	11479	o	i	mixed
félgömb	[/N][Nom]	8570080167	12024	é	ö	front
zárda	[/N][Nom]	8570080167	15473	á	a	back
nulla	[/N][Nom]	8570080167	319047	u	a	back
mikron	[/N][Nom]	8570080167	9559	i	o	mixed
triász	[/N][Nom]	8570080167	9383	i	á	mixed
alkar	[/N][Nom]	8570080167	22858	a	a	back
számsor	[/N][Nom]	8570080167	18242	á	o	back
tabló	[/N][Nom]	8570080167	30157	a	ó	back
húgycső	[/N][Nom]	8570080167	12998	ú	ő	mixed
rúgás	[/N][Nom]	8570080167	26118	ú	á	back
jászság	[/N][Nom]	8570080167	12504	á	á	back
kánon	[/N][Nom]	8570080167	31759	á	o	back
klisé	[/N][Nom]	8570080167	33849	i	é	front
maszek	[/N][Nom]	8570080167	9770	a	e	mixed
fejsze	[/N][Nom]	8570080167	31078	e	e	front
irtó	[/N][Nom]	8570080167	23442	i	ó	mixed
mázli	[/N][Nom]	8570080167	19057	á	i	mixed
ágens	[/N][Nom]	8570080167	17621	á	e	mixed
nihil	[/N][Nom]	8570080167	9300	i	i	front
küzdés	[/N][Nom]	8570080167	12635	ü	é	front
rombusz	[/N][Nom]	8570080167	9209	o	u	back
dűlő	[/N][Nom]	8570080167	47444	ű	ő	front
serleg	[/N][Nom]	8570080167	24510	e	e	front
jura	[/N][Nom]	8570080167	8557	u	a	back
kulacs	[/N][Nom]	8570080167	21816	u	a	back
nagylány	[/N][Nom]	8570080167	17492	a	á	back
kezes	[/N][Nom]	8570080167	34636	e	e	front
löveg	[/N][Nom]	8570080167	24661	ö	e	front
látnok	[/N][Nom]	8570080167	16064	á	o	back
seriff	[/N][Nom]	8570080167	10125	e	i	front
várfal	[/N][Nom]	8570080167	20381	á	a	back
kanna	[/N][Nom]	8570080167	20045	a	a	back
támpont	[/N][Nom]	8570080167	46999	á	o	back
lándzsa	[/N][Nom]	8570080167	24273	á	a	back
tetű	[/N][Nom]	8570080167	18640	e	ű	front
csúszka	[/N][Nom]	8570080167	17881	ú	a	back
ürge	[/N][Nom]	8570080167	11494	ü	e	front
peptid	[/N][Nom]	8570080167	19713	e	i	front
fényév	[/N][Nom]	8570080167	26446	é	é	front
dara	[/N][Nom]	8570080167	18511	a	a	back
zsilip	[/N][Nom]	8570080167	19291	i	i	front
urna	[/N][Nom]	8570080167	33205	u	a	back
konvoj	[/N][Nom]	8570080167	17682	o	o	back
piszkos	[/N][Nom]	8570080167	74009	i	o	mixed
varrat	[/N][Nom]	8570080167	21372	a	a	back
halmi	[/N][Nom]	8570080167	7836	a	i	mixed
suba	[/N][Nom]	8570080167	10174	u	a	back
kürti	[/N][Nom]	8570080167	8211	ü	i	front
főzet	[/N][Nom]	8570080167	27708	ő	e	front
pajta	[/N][Nom]	8570080167	16220	a	a	back
picsa	[/N][Nom]	8570080167	28078	i	a	mixed
szövés	[/N][Nom]	8570080167	14434	ö	é	front
mentol	[/N][Nom]	8570080167	8371	e	o	mixed
szeles	[/N][Nom]	8570080167	53655	e	e	front
sterling	[/N][Nom]	8570080167	8265	e	i	front
foszfát	[/N][Nom]	8570080167	11790	o	á	back
lator	[/N][Nom]	8570080167	10600	a	o	back
öntvény	[/N][Nom]	8570080167	12853	ö	é	front
káli	[/N][Nom]	8570080167	12982	á	i	mixed
csárdás	[/N][Nom]	8570080167	12870	á	á	back
hadi	[/N][Nom]	8570080167	48170	a	i	mixed
gépház	[/N][Nom]	8570080167	15855	é	á	mixed
