form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	suffix	vowel	base	base_tr
potleknak	5	potlek	[/N][Dat]	hotelban/hotelben	342	8570080167	potlek	24	0.24	-1.4271163556401458	nak	e	potlek	potlek
potterban	5	potter	[/N][Ine]	hotelban/hotelben	58232	8570080167	potterben	960	0.00624349635796045	-5.076214939742237	ban	e	potter	potter
projectban	5	project	[/N][Ine]	hotelban/hotelben	87503	8570080167	projectben	1816	0.00330214639515685	-5.713182599168117	ban	e	project	project
radetzkynak	5	radetzky	[/N][Dat]	hotelban/hotelben	2350	8570080167	radetzkynek	15	0.375	-0.9808292530117262	nak	e	radetzky	radetzky
robberra	5	robber	[/N][Subl]	hotelban/hotelben	409	8570080167	robberre	6	0.8571428571428571	-0.15415067982725836	NA	e	robber	robber
rosennak	5	rosen	[/N][Dat]	hotelban/hotelben	2084	8570080167	rosennek	16	0.35294117647058826	-1.041453874828161	nak	e	rosen	rosen
russelnak	5	russel	[/N][Dat]	hotelban/hotelben	11086	8570080167	russelnek	846	0.00708382526564344	-4.949941225423999	nak	e	russel	russel
ráchelnak	5	ráchel	[/N][Dat]	hotelban/hotelben	2070	8570080167	ráchelnek	85	0.06976744186046512	-2.662587827025453	nak	e	ráchel	ráchel
ráhelra	5	ráhel	[/N][Subl]	hotelban/hotelben	9374	8570080167	ráhelre	82	0.07228915662650602	-2.627081138568543	NA	e	ráhel	ráhel
rómerban	5	rómer	[/N][Ine]	hotelban/hotelben	8191	8570080167	rómerben	22	0.2608695652173913	-1.3437347467010947	ban	e	rómer	rómer
sacherban	5	sacher	[/N][Ine]	hotelban/hotelben	3273	8570080167	sacherben	53	0.1111111111111111	-2.1972245773362196	ban	e	sacher	sacher
sakternál	5	sakter	[/N][Ade]	hotelban/hotelben	814	8570080167	sakternél	2	2	0.6931471805599453	nál	e	sakter	sakter
strasszernak	5	strasszer	[/N][Dat]	hotelban/hotelben	1396	8570080167	strasszernek	6	0.8571428571428571	-0.15415067982725836	nak	e	strasszer	strasßer
stájerban	5	stájer	[/Adj][Ine]	hotelban/hotelben	4074	8570080167	stájerben	12	0.4615384615384616	-0.7731898882334817	ban	e	stájer	stájer
stájernak	5	stájer	[/Adj][Dat]	hotelban/hotelben	4074	8570080167	stájernek	3	1.5	0.4054651081081644	nak	e	stájer	stájer
szlovénba	5	szlovén	[/Adj][Ill]	hotelban/hotelben	111340	8570080167	szlovénbe	2	2	0.6931471805599453	NA	é	szlovén	ßlovén
szonettban	5	szonett	[/N][Ine]	hotelban/hotelben	11142	8570080167	szonettben	318	0.01880877742946708	-3.9734316335567894	ban	e	szonett	ßonett
szárdeszban	5	szárdesz	[/N][Ine]	hotelban/hotelben	26	8570080167	szárdeszben	2	2	0.6931471805599453	ban	e	szárdesz	ßárdeß
sóletban	5	sólet	[/N][Ine]	hotelban/hotelben	3255	8570080167	sóletben	49	0.12	-2.120263536200091	ban	e	sólet	sólet
thalészra	5	thalész	[/N][Subl]	hotelban/hotelben	1505	8570080167	thalészre	3	1.5	0.4054651081081644	NA	é	thalész	thaléß
tonerban	5	toner	[/N][Ine]	hotelban/hotelben	11641	8570080167	tonerben	34	0.17142857142857143	-1.7635885922613588	ban	e	toner	toner
torresnak	5	torres	[/N][Dat]	hotelban/hotelben	10102	8570080167	torresnek	113	0.05263157894736842	-2.9444389791664407	nak	e	torres	torres
townsendnak	5	townsend	[/N][Dat]	hotelban/hotelben	3236	8570080167	townsendnek	24	0.24	-1.4271163556401458	nak	e	townsend	townsend
tropezban	5	tropez	[/N][Ine]	hotelban/hotelben	1012	8570080167	tropezben	28	0.20689655172413793	-1.575536360758419	ban	e	tropez	tropez
tubesra	5	tubes	[/N][Subl]	hotelban/hotelben	2463	8570080167	tubesre	541	0.01107011070110701	-4.503506532211591	NA	e	tubes	tubes
turnérra	5	turnér	[/N][Subl]	hotelban/hotelben	15	8570080167	turnérre	6	0.8571428571428571	-0.15415067982725836	NA	é	turnér	turnér
ulsterban	5	ulster	[/N][Ine]	hotelban/hotelben	835	8570080167	ulsterben	85	0.06976744186046512	-2.662587827025453	ban	e	ulster	ulster
valensnak	5	valens	[/N][Dat]	hotelban/hotelben	963	8570080167	valensnek	12	0.4615384615384616	-0.7731898882334817	nak	e	valens	valens
valterba	5	valter	[/N][Ill]	hotelban/hotelben	6024	8570080167	valterbe	1	3	1.0986122886681098	NA	e	valter	valter
valérynak	5	valéry	[/N][Dat]	hotelban/hotelben	1739	8570080167	valérynek	29	0.2	-1.6094379124341005	nak	é	valéry	valéry
vamzernak	5	vamzer	[/N][Dat]	hotelban/hotelben	516	8570080167	vamzernek	29	0.2	-1.6094379124341005	nak	e	vamzer	vamzer
wagnerban	5	wagner	[/N][Ine]	hotelban/hotelben	45310	8570080167	wagnerben	67	0.08823529411764706	-2.4277482359480516	ban	e	wagner	wagner
waresznál	5	waresz	[/N][Ade]	hotelban/hotelben	721	8570080167	waresznél	3	1.5	0.4054651081081644	nál	e	waresz	wareß
zachernak	5	zacher	[/N][Dat]	hotelban/hotelben	7268	8570080167	zachernek	25	0.2307692307692308	-1.466337068793427	nak	e	zacher	zacher
zolderba	5	zolder	[/N][Ill]	hotelban/hotelben	655	8570080167	zolderbe	12	0.4615384615384616	-0.7731898882334817	NA	e	zolder	zolder
zsanettnál	5	zsanett	[/N][Ade]	hotelban/hotelben	21329	8570080167	zsanettnél	24	0.24	-1.4271163556401458	nál	e	zsanett	Ωanett
zsolesznak	5	zsolesz	[/N][Dat]	hotelban/hotelben	412	8570080167	zsolesznek	1	3	1.0986122886681098	nak	e	zsolesz	Ωoleß
áerba	5	áer	[/N][Ill]	hotelban/hotelben	105	8570080167	áerbe	4	1.2	0.1823215567939546	NA	e	áer	áer
áfésznak	5	áfész	[/N][Dat]	hotelban/hotelben	618	8570080167	áfésznek	6	0.8571428571428571	-0.15415067982725836	nak	é	áfész	áféß
ájerba	5	ájer	[/N][Ill]	hotelban/hotelben	465	8570080167	ájerbe	11	0.5	-0.6931471805599453	NA	e	ájer	ájer
ájerban	5	ájer	[/N][Ine]	hotelban/hotelben	465	8570080167	ájerben	12	0.4615384615384616	-0.7731898882334817	ban	e	ájer	ájer
acernak	4	acer	[/N][Dat]	hotelban/hotelben	38331	8570080167	acernek	145	0.03424657534246575	-3.3741687092742363	nak	e	acer	acer
achterra	4	achter	[/N][Subl]	hotelban/hotelben	106	8570080167	achterre	1	2.5	0.9162907318741552	NA	e	achter	achter
adenban	4	aden	[/N][Ine]	hotelban/hotelben	1674	8570080167	adenben	65	0.07575757575757576	-2.580216829592325	ban	e	aden	aden
adenban	4	aden	[/N][Ine]	hotelban/hotelben	1674	8570080167	aden	11	0.4166666666666667	-0.8754687373538999	ban	e	aden	aden
aerra	4	aer	[/N][Subl]	hotelban/hotelben	1561	8570080167	aerre	8	0.5555555555555556	-0.587786664902119	NA	e	aer	aer
afferba	4	affer	[/N][Ill]	hotelban/hotelben	118	8570080167	afferbe	1	2.5	0.9162907318741552	NA	e	affer	affer
alecnak	4	alec	[/N][Dat]	hotelban/hotelben	6889	8570080167	alecnek	91	0.05434782608695652	-2.91235066461494	nak	e	alec	alec
alegra	4	aleg	[/N][Subl]	hotelban/hotelben	154	8570080167	alegre	20	0.23809523809523808	-1.4350845252893227	NA	e	aleg	aleg
alterba	4	alter	[/N][Ill]	hotelban/hotelben	7710	8570080167	alterbe	8	0.5555555555555556	-0.587786664902119	NA	e	alter	alter
amedban	4	amed	[/N][Ine]	hotelban/hotelben	238	8570080167	amedben	3	1.25	0.22314355131420976	ban	e	amed	amed
anzelmnak	4	anzelm	[/N][Dat]	hotelban/hotelben	3385	8570080167	anzelmnek	55	0.08928571428571429	-2.4159137783010487	nak	e	anzelm	anzelm
aresnak	4	ares	[/N][Dat]	hotelban/hotelben	2650	8570080167	aresnek	7	0.625	-0.4700036292457356	nak	e	ares	ares
arnyeknak	4	arnyek	[/N][Dat]	hotelban/hotelben	450	8570080167	arnyek	4	1	0	nak	e	arnyek	ar¥ek
babelban	4	babel	[/N][Ine]	hotelban/hotelben	6836	8570080167	babelben	212	0.02347417840375586	-3.751854253275325	ban	e	babel	babel
babelra	4	babel	[/N][Subl]	hotelban/hotelben	6836	8570080167	babelre	15	0.3125	-1.1631508098056809	NA	e	babel	babel
badennak	4	baden	[/N][Dat]	hotelban/hotelben	5168	8570080167	badennek	14	0.3333333333333333	-1.0986122886681098	nak	e	baden	baden
balletban	4	ballet	[/N][Ine]	hotelban/hotelben	241	8570080167	balletben	24	0.2	-1.6094379124341005	ban	e	ballet	ballet
bartelba	4	bartel	[/N][Ill]	hotelban/hotelben	583	8570080167	bartelbe	2	1.6666666666666667	0.5108256237659907	NA	e	bartel	bartel
bayernnál	4	bayern	[/N][Ade]	hotelban/hotelben	4457	8570080167	bayernnél	646	0.00772797527047913	-4.8629083820668	nál	e	bayern	bayern
blanesba	4	blanes	[/N][Ill]	hotelban/hotelben	341	8570080167	blanesbe	10	0.4545454545454546	-0.7884573603642702	NA	e	blanes	blanes
blaszfémnak	4	blaszfém	[/Adj][Dat]	hotelban/hotelben	278	8570080167	blaszfémnek	20	0.23809523809523808	-1.4350845252893227	nak	é	blaszfém	blaßfém
blattnernak	4	blattner	[/N][Dat]	hotelban/hotelben	1207	8570080167	blattnernek	5	0.8333333333333334	-0.1823215567939546	nak	e	blattner	blattner
bojlernál	4	bojler	[/N][Ade]	hotelban/hotelben	25309	8570080167	bojlernél	90	0.05494505494505494	-2.9014215940827497	nál	e	bojler	bojler
bojlernál	4	bojler	[/N][Ade]	hotelban/hotelben	25309	8570080167	boylernél	1	2.5	0.9162907318741552	nál	e	bojler	bojler
bradennak	4	braden	[/N][Dat]	hotelban/hotelben	918	8570080167	bradennek	3	1.25	0.22314355131420976	nak	e	braden	braden
budgetban	4	budget	[/N][Ine]	hotelban/hotelben	9053	8570080167	budgetben	29	0.16666666666666666	-1.791759469228055	ban	e	budget	budget
burekra	4	burek	[/N][Subl]	hotelban/hotelben	1898	8570080167	burekre	21	0.2272727272727273	-1.4816045409242156	NA	e	burek	burek
burgerban	4	burger	[/N][Ine]	hotelban/hotelben	33527	8570080167	burgerben	618	0.00807754442649434	-4.818667360250496	ban	e	burger	burger
burgernak	4	burger	[/N][Dat]	hotelban/hotelben	33527	8570080167	burgernek	269	0.01851851851851851	-3.9889840465642745	nak	e	burger	burger
butlersban	4	butlers	[/N][Ine]	hotelban/hotelben	1098	8570080167	butlersben	105	0.04716981132075472	-3.054001181677967	ban	e	butlers	butlers
bábelban	4	bábel	[/N][Ine]	hotelban/hotelben	15858	8570080167	bábelben	431	0.01157407407407407	-4.45898767581001	ban	e	bábel	bábel
bádenban	4	báden	[/N][Ine]	hotelban/hotelben	75	8570080167	bádenben	27	0.17857142857142858	-1.7227665977411035	ban	e	báden	báden
carensban	4	carens	[/N][Ine]	hotelban/hotelben	639	8570080167	carensben	10	0.4545454545454546	-0.7884573603642702	ban	e	carens	carens
castelban	4	castel	[/N][Ine]	hotelban/hotelben	2853	8570080167	castelben	14	0.3333333333333333	-1.0986122886681098	ban	e	castel	castel
chapterban	4	chapter	[/N][Ine]	hotelban/hotelben	6265	8570080167	chapterben	58	0.0847457627118644	-2.468099531471619	ban	e	chapter	chapter
collegban	4	colleg	[/N][Ine]	hotelban/hotelben	1418	8570080167	collegben	4	1	0	ban	e	colleg	colleg
cornernak	4	corner	[/N][Dat]	hotelban/hotelben	9607	8570080167	cornernek	71	0.06944444444444445	-2.667228206581955	nak	e	corner	corner
cortesban	4	cortes	[/N][Ine]	hotelban/hotelben	1171	8570080167	cortesben	16	0.29411764705882354	-1.2237754316221157	ban	e	cortes	cortes
corteznak	4	cortez	[/N][Dat]	hotelban/hotelben	5252	8570080167	corteznek	51	0.09615384615384616	-2.341805806147327	nak	e	cortez	cortez
cutterba	4	cutter	[/N][Ill]	hotelban/hotelben	1554	8570080167	cutterbe	26	0.18518518518518515	-1.6863989535702288	NA	e	cutter	cutter
doménnak	4	domén	[/N][Dat]	hotelban/hotelben	8366	8570080167	doménnek	72	0.0684931506849315	-2.681021528714291	nak	é	domén	domén
downeyban	4	downey	[/N][Ine]	hotelban/hotelben	5908	8570080167	downeyben	3	1.25	0.22314355131420976	ban	e	downey	downey
dullesnak	4	dulles	[/N][Dat]	hotelban/hotelben	1160	8570080167	dullesnek	10	0.4545454545454546	-0.7884573603642702	nak	e	dulles	dulles
dusterban	4	duster	[/N][Ine]	hotelban/hotelben	4554	8570080167	dusterben	77	0.0641025641025641	-2.7472709142554916	ban	e	duster	duster
dusternak	4	duster	[/N][Dat]	hotelban/hotelben	4554	8570080167	dusternek	51	0.09615384615384616	-2.341805806147327	nak	e	duster	duster
florencban	4	florenc	[/N][Ine]	hotelban/hotelben	220	8570080167	florencben	22	0.21739130434782608	-1.5260563034950494	ban	e	florenc	florenc
fodennak	4	foden	[/N][Dat]	hotelban/hotelben	236	8570080167	fodennek	1	2.5	0.9162907318741552	nak	e	foden	foden
gaffneynak	4	gaffney	[/N][Dat]	hotelban/hotelben	578	8570080167	gaffneynek	3	1.25	0.22314355131420976	nak	e	gaffney	gaffney
gangeszra	4	gangesz	[/N][Subl]	hotelban/hotelben	5185	8570080167	gangeszre	24	0.2	-1.6094379124341005	NA	e	gangesz	gangeß
gardézban	4	gardéz	[/N][Ine]	hotelban/hotelben	18	8570080167	gardézben	2	1.6666666666666667	0.5108256237659907	ban	é	gardéz	gardéz
grafénba	4	grafén	[/N][Ill]	hotelban/hotelben	2678	8570080167	grafénbe	3	1.25	0.22314355131420976	NA	é	grafén	grafén
grovesnak	4	groves	[/N][Dat]	hotelban/hotelben	583	8570080167	grovesnek	2	1.6666666666666667	0.5108256237659907	nak	e	groves	groves
grubernak	4	gruber	[/N][Dat]	hotelban/hotelben	11262	8570080167	grubernek	71	0.06944444444444445	-2.667228206581955	nak	e	gruber	gruber
gyógyszerra	4	gyógyszer	[/N][Subl]	hotelban/hotelben	941383	8570080167	gyógyszerre	11450	4.366430879399179e-4	-7.73639442897924	NA	e	gyógyszer	©ó©ßer
hadésba	4	hadés	[/N][Ill]	hotelban/hotelben	96	8570080167	hadésbe	1	2.5	0.9162907318741552	NA	é	hadés	hadés
hadészra	4	hadész	[/N][Subl]	hotelban/hotelben	840	8570080167	hadészre	2	1.6666666666666667	0.5108256237659907	NA	é	hadész	hadéß
hagennak	4	hagen	[/N][Dat]	hotelban/hotelben	3822	8570080167	hagennek	59	0.08333333333333333	-2.4849066497880004	nak	e	hagen	hagen
halepnak	4	halep	[/N][Dat]	hotelban/hotelben	1642	8570080167	halepnek	18	0.2631578947368421	-1.3350010667323402	nak	e	halep	halep
hammernál	4	hammer	[/N][Ade]	hotelban/hotelben	20271	8570080167	hammernél	84	0.0588235294117647	-2.833213344056216	nál	e	hammer	hammer
hammerra	4	hammer	[/N][Subl]	hotelban/hotelben	20271	8570080167	hammerre	47	0.10416666666666669	-2.26176309847379	NA	e	hammer	hammer
hoferban	4	hofer	[/N][Ine]	hotelban/hotelben	4271	8570080167	hoferben	15	0.3125	-1.1631508098056809	ban	e	hofer	hofer
horezmban	4	horezm	[/N][Ine]	hotelban/hotelben	173	8570080167	horezmben	9	0.5	-0.6931471805599453	ban	e	horezm	horezm
hornernak	4	horner	[/N][Dat]	hotelban/hotelben	6476	8570080167	hornernek	83	0.05952380952380952	-2.8213788864092133	nak	e	horner	horner
hubertnak	4	hubert	[/N][Dat]	hotelban/hotelben	8191	8570080167	hubertnek	91	0.05434782608695652	-2.91235066461494	nak	e	hubert	hubert
hummerba	4	hummer	[/N][Ill]	hotelban/hotelben	3606	8570080167	hummerbe	9	0.5	-0.6931471805599453	NA	e	hummer	hummer
husvétnak	4	husvét	[/N][Dat]	hotelban/hotelben	811	8570080167	husvétnek	1	2.5	0.9162907318741552	nak	é	husvét	husvét
jokerban	4	joker	[/N][Ine]	hotelban/hotelben	24228	8570080167	jokerben	33	0.14705882352941177	-1.916922612182061	ban	e	joker	joker
jábésba	4	jábés	[/N][Ill]	hotelban/hotelben	27	8570080167	jábésbe	1	2.5	0.9162907318741552	NA	é	jábés	jábés
jáfetnak	4	jáfet	[/N][Dat]	hotelban/hotelben	1322	8570080167	jáfetnek	119	0.04166666666666666	-3.1780538303479458	nak	e	jáfet	jáfet
kadetnak	4	kadet	[/N][Dat]	hotelban/hotelben	9726	8570080167	kadetnek	4	1	0	nak	e	kadet	kadet
kaffernak	4	kaffer	[/N][Dat]	hotelban/hotelben	563	8570080167	kaffernek	9	0.5	-0.6931471805599453	nak	e	kaffer	kaffer
karelnak	4	karel	[/N][Dat]	hotelban/hotelben	5495	8570080167	karelnek	18	0.2631578947368421	-1.3350010667323402	nak	e	karel	karel
kategba	4	kateg	[/N][Ill]	hotelban/hotelben	4955	8570080167	kategbe	6	0.7142857142857143	-0.3364722366212129	NA	e	kateg	kateg
klozettba	4	klozett	[/N][Ill]	hotelban/hotelben	308	8570080167	klozettbe	5	0.8333333333333334	-0.1823215567939546	NA	e	klozett	klozett
klozettnak	4	klozett	[/N][Dat]	hotelban/hotelben	308	8570080167	klozettnek	2	1.6666666666666667	0.5108256237659907	nak	e	klozett	klozett
koklernak	4	kokler	[/N][Dat]	hotelban/hotelben	307	8570080167	koklernek	9	0.5	-0.6931471805599453	nak	e	kokler	kokler
korennak	4	koren	[/N][Dat]	hotelban/hotelben	1840	8570080167	korennek	7	0.625	-0.4700036292457356	nak	e	koren	koren
kufferba	4	kuffer	[/N][Ill]	hotelban/hotelben	365	8570080167	kufferbe	23	0.20833333333333337	-1.5686159179138452	NA	e	kuffer	kuffer
kufferban	4	kuffer	[/N][Ine]	hotelban/hotelben	365	8570080167	kufferben	4	1	0	ban	e	kuffer	kuffer
kupecnál	4	kupec	[/N][Ade]	hotelban/hotelben	2393	8570080167	kupecnél	10	0.4545454545454546	-0.7884573603642702	nál	e	kupec	kupec
kvartettnak	4	kvartett	[/N][Dat]	hotelban/hotelben	26413	8570080167	kvartettnek	498	0.01002004008016032	-4.603168183317418	nak	e	kvartett	kvartett
káderba	4	káder	[/N][Ill]	hotelban/hotelben	8956	8570080167	káderbe	3	1.25	0.22314355131420976	NA	e	káder	káder
kármelban	4	kármel	[/N][Ine]	hotelban/hotelben	977	8570080167	kármelben	263	0.01893939393939394	-3.966511190712216	ban	e	kármel	kármel
kódexban	4	kódex	[/N][Ine]	hotelban/hotelben	122990	8570080167	kódexben	6296	7.940289026520565e-4	-7.138390696054643	ban	e	kódex	kódex
kódexra	4	kódex	[/N][Subl]	hotelban/hotelben	122990	8570080167	kódexre	6680	7.4839095943721e-4	-7.197585043491377	NA	e	kódex	kódex
lambertban	4	lambert	[/N][Ine]	hotelban/hotelben	8824	8570080167	lambertben	21	0.2272727272727273	-1.4816045409242156	ban	e	lambert	lambert
lancerban	4	lancer	[/N][Ine]	hotelban/hotelben	4712	8570080167	lancerben	42	0.11627906976744186	-2.151762203259462	ban	e	lancer	lancer
landlerba	4	landler	[/N][Ill]	hotelban/hotelben	1601	8570080167	landlerbe	7	0.625	-0.4700036292457356	NA	e	landler	landler
latexnak	4	latex	[/N][Dat]	hotelban/hotelben	16317	8570080167	latexnek	87	0.05681818181818181	-2.867898902044106	nak	e	latex	latex
lopeznak	4	lopez	[/N][Dat]	hotelban/hotelben	13581	8570080167	lopeznek	121	0.04098360655737704	-3.194583132299156	nak	e	lopez	lopez
lágernak	4	láger	[/N][Dat]	hotelban/hotelben	14977	8570080167	lágernek	173	0.02873563218390804	-3.5496173867804286	nak	e	láger	láger
lágerra	4	láger	[/N][Subl]	hotelban/hotelben	14977	8570080167	lágerre	55	0.08928571428571429	-2.4159137783010487	NA	e	láger	láger
lógerba	4	lóger	[/N][Ill]	hotelban/hotelben	115	8570080167	lógerbe	2	1.6666666666666667	0.5108256237659907	NA	e	lóger	lóger
lógernak	4	lóger	[/N][Dat]	hotelban/hotelben	115	8570080167	lógernek	2	1.6666666666666667	0.5108256237659907	nak	e	lóger	lóger
mabelnak	4	mabel	[/N][Dat]	hotelban/hotelben	2328	8570080167	mabelnek	68	0.07246376811594203	-2.624668592163159	nak	e	mabel	mabel
macseknál	4	macsek	[/N][Ade]	hotelban/hotelben	1650	8570080167	macseknél	1	2.5	0.9162907318741552	nál	e	macsek	maçek
maestra	4	maest	[/N][Subl]	hotelban/hotelben	382	8570080167	maestre	8	0.5555555555555556	-0.587786664902119	NA	e	maest	maest
magnetnál	4	magnet	[/N][Ade]	hotelban/hotelben	12019	8570080167	magnetnél	8	0.5555555555555556	-0.587786664902119	nál	e	magnet	magnet
maleknak	4	malek	[/N][Dat]	hotelban/hotelben	366	8570080167	malek	162	0.03067484662576687	-3.484312288372662	nak	e	malek	malek
maleknak	4	malek	[/N][Dat]	hotelban/hotelben	366	8570080167	maleknek	44	0.1111111111111111	-2.1972245773362196	nak	e	malek	malek
marekra	4	marek	[/N][Subl]	hotelban/hotelben	9775	8570080167	marekre	5	0.8333333333333334	-0.1823215567939546	NA	e	marek	marek
maternál	4	mater	[/N][Ade]	hotelban/hotelben	16610	8570080167	maternél	8	0.5555555555555556	-0.587786664902119	nál	e	mater	mater
modelba	4	model	[/N][Ill]	hotelban/hotelben	41423	8570080167	modelbe	41	0.11904761904761904	-2.128231705849268	NA	e	model	model
modellba	4	modell	[/N][Ill]	hotelban/hotelben	1509359	8570080167	modellbe	6342	7.882705344474224e-4	-7.145669209199797	NA	e	modell	modell
moersban	4	moers	[/N][Ine]	hotelban/hotelben	169	8570080167	moersben	15	0.3125	-1.1631508098056809	ban	e	moers	moers
moképnál	4	mokép	[/N][Ade]	hotelban/hotelben	748	8570080167	moképnél	4	1	0	nál	é	mokép	mokép
moneyra	4	money	[/N][Subl]	hotelban/hotelben	19181	8570080167	moneyre	1	2.5	0.9162907318741552	NA	e	money	money
montheyban	4	monthey	[/N][Ine]	hotelban/hotelben	39	8570080167	montheyben	9	0.5	-0.6931471805599453	ban	e	monthey	monthey
mopednak	4	moped	[/N][Dat]	hotelban/hotelben	6981	8570080167	mopednek	76	0.06493506493506493	-2.7343675094195836	nak	e	moped	moped
mordentban	4	mordent	[/N][Ine]	hotelban/hotelben	139	8570080167	mordentben	4	1	0	ban	e	mordent	mordent
morgesban	4	morges	[/N][Ine]	hotelban/hotelben	58	8570080167	morgesben	1	2.5	0.9162907318741552	ban	e	morges	morges
mágnesnak	4	mágnes	[/N][Dat]	hotelban/hotelben	59860	8570080167	mágnesnek	966	0.00517063081695966	-5.264760583019194	nak	e	mágnes	mágnes
máskéntban	4	másként	[/N][Ine]	hotelban/hotelben	262358	8570080167	máskéntben	4	1	0	ban	é	másként	másként
máértnak	4	máért	[/N][Dat]	hotelban/hotelben	34	8570080167	máértnek	3	1.25	0.22314355131420976	nak	é	máért	máért
nagyrészban	4	nagyrész	[/N][Ine]	hotelban/hotelben	24990	8570080167	nagyrészben	2019	0.00247524752475247	-6.0014148779611505	ban	é	nagyrész	na©réß
naplesba	4	naples	[/N][Ill]	hotelban/hotelben	610	8570080167	naplesbe	5	0.8333333333333334	-0.1823215567939546	NA	e	naples	naples
nobelnak	4	nobel	[/N][Dat]	hotelban/hotelben	20034	8570080167	nobelnek	115	0.04310344827586207	-3.144152278672264	nak	e	nobel	nobel
nobelra	4	nobel	[/N][Subl]	hotelban/hotelben	20034	8570080167	nobelre	645	0.00773993808049535	-4.861361591348501	NA	e	nobel	nobel
oppelnba	4	oppeln	[/N][Ill]	hotelban/hotelben	219	8570080167	oppelnbe	4	1	0	NA	e	oppeln	oppeln
oszétnak	4	oszét	[/Adj][Dat]	hotelban/hotelben	1893	8570080167	oszétnek	3	1.25	0.22314355131420976	nak	é	oszét	oßét
overba	4	over	[/N][Ill]	hotelban/hotelben	23511	8570080167	overbe	13	0.35714285714285715	-1.029619417181158	NA	e	over	over
pacskernak	4	pacsker	[/N][Dat]	hotelban/hotelben	1045	8570080167	pacskernek	9	0.5	-0.6931471805599453	nak	e	pacsker	paçker
